SRC_exhaustive Query: Medium,Depth,BBoxes,Data Size
"[196469, 370806, 289700, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23519, 189229, 116750, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[190505, 101391, 283736, 194622]",1,"[69337, 9783, 474275, 219328]",309
"[13341, 128961, 106572, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[199902, 45088, 293133, 138319]",1,"[69337, 9783, 474275, 219328]",309
"[320901, 83242, 414132, 176473]",1,"[69337, 9783, 474275, 219328]",309
"[117157, 9811, 210388, 103042]",1,"[69337, 9783, 474275, 219328]",309
"[115486, 353632, 208717, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361360, 72703, 454591, 165934]",1,"[69337, 9783, 474275, 219328]",309
"[11883, 161871, 105114, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[201647, 369596, 294878, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21040, 325231, 114271, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[130204, 82506, 223435, 175737]",1,"[69337, 9783, 474275, 219328]",309
"[106154, 246168, 199385, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67042, 258041, 160273, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[188707, 379040, 281938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143498, 76357, 236729, 169588]",1,"[69337, 9783, 474275, 219328]",309
"[22763, 117231, 115994, 210462]",0,"[8117, 9783, 474275, 219328]",617
"[198035, 183760, 291266, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256299, 161540, 349530, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163487, 298155, 256718, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[341519, 179550, 434750, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104609, 319029, 197840, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50484, 61898, 143715, 155129]",0,"[8117, 9783, 474275, 219328]",617
"[287681, 312649, 380912, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169473, 90117, 262704, 183348]",1,"[69337, 9783, 474275, 219328]",309
"[205558, 85148, 298789, 178379]",1,"[69337, 9783, 474275, 219328]",309
"[73776, 124937, 167007, 218168]",1,"[69337, 9783, 474275, 219328]",309
"[173735, 274629, 266966, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[135434, 132193, 228665, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104556, 160716, 197787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203394, 228205, 296625, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355822, 32368, 449053, 125599]",1,"[69337, 9783, 474275, 219328]",309
"[77445, 323323, 170676, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18890, 214582, 112121, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[48970, 376256, 142201, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[46500, 77333, 139731, 170564]",0,"[8117, 9783, 474275, 219328]",617
"[228439, 165081, 321670, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296882, 226613, 390113, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82714, 318011, 175945, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229465, 164369, 322696, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[342070, 194010, 435301, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52448, 138171, 145679, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[241326, 339875, 334557, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[201713, 342111, 294944, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285574, 38450, 378805, 131681]",1,"[69337, 9783, 474275, 219328]",309
"[205475, 222354, 298706, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12535, 226863, 105766, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[176240, 239483, 269471, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[115066, 202940, 208297, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161896, 254997, 255127, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[55856, 105350, 149087, 198581]",0,"[8117, 9783, 474275, 219328]",617
"[65062, 153329, 158293, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[66920, 300764, 160151, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[325597, 368932, 418828, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[88793, 376480, 182024, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242035, 217190, 335266, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105309, 229211, 198540, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234460, 99729, 327691, 192960]",1,"[69337, 9783, 474275, 219328]",309
"[138118, 245853, 231349, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186578, 282502, 279809, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82863, 194431, 176094, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250566, 339213, 343797, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[342247, 53467, 435478, 146698]",1,"[69337, 9783, 474275, 219328]",309
"[261499, 114882, 354730, 208113]",1,"[69337, 9783, 474275, 219328]",309
"[162639, 9783, 255870, 102314]",1,"[69337, 9783, 474275, 219328]",309
"[374589, 243568, 467820, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332512, 250343, 425743, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12194, 122796, 105425, 216027]",0,"[8117, 9783, 474275, 219328]",617
"[164648, 68125, 257879, 161356]",1,"[69337, 9783, 474275, 219328]",309
"[337852, 166011, 431083, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293963, 327492, 387194, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90021, 230524, 183252, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[378418, 255284, 471649, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56641, 363677, 149872, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[269044, 129941, 362275, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[293193, 220613, 386424, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154963, 339501, 248194, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19451, 71467, 112682, 164698]",0,"[8117, 9783, 474275, 219328]",617
"[149715, 358597, 242946, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29375, 9783, 122606, 101480]",0,"[8117, 9783, 474275, 219328]",617
"[142636, 217008, 235867, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[283945, 313051, 377176, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380342, 215858, 473573, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[241207, 61611, 334438, 154842]",1,"[69337, 9783, 474275, 219328]",309
"[140556, 193621, 233787, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156698, 360725, 249929, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110893, 320283, 204124, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52817, 26703, 146048, 119934]",0,"[8117, 9783, 474275, 219328]",617
"[45056, 145735, 138287, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[168341, 287897, 261572, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186317, 70079, 279548, 163310]",1,"[69337, 9783, 474275, 219328]",309
"[286086, 138689, 379317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93866, 43817, 187097, 137048]",1,"[69337, 9783, 474275, 219328]",309
"[225607, 159999, 318838, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156358, 280659, 249589, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[78592, 309048, 171823, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282351, 336918, 375582, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118363, 286710, 211594, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[63327, 223496, 156558, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[340827, 293105, 434058, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219621, 154191, 312852, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161342, 240043, 254573, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203049, 306034, 296280, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337795, 80370, 431026, 173601]",1,"[69337, 9783, 474275, 219328]",309
"[90466, 72760, 183697, 165991]",1,"[69337, 9783, 474275, 219328]",309
"[373562, 71303, 466793, 164534]",1,"[69337, 9783, 474275, 219328]",309
"[208094, 218470, 301325, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318003, 253453, 411234, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81272, 301515, 174503, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[358476, 164858, 451707, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[193745, 339525, 286976, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255929, 225752, 349160, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122417, 258053, 215648, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264419, 372337, 357650, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271082, 174966, 364313, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266444, 349981, 359675, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39690, 240891, 132921, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[165500, 82991, 258731, 176222]",1,"[69337, 9783, 474275, 219328]",309
"[267913, 35592, 361144, 128823]",1,"[69337, 9783, 474275, 219328]",309
"[333774, 121213, 427005, 214444]",1,"[69337, 9783, 474275, 219328]",309
"[21510, 194449, 114741, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[255333, 213095, 348564, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[13417, 284326, 106648, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[42959, 368248, 136190, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[50779, 367934, 144010, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[358869, 215271, 452100, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11484, 197530, 104715, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[29706, 69014, 122937, 162245]",0,"[8117, 9783, 474275, 219328]",617
"[333635, 10078, 426866, 103309]",1,"[69337, 9783, 474275, 219328]",309
"[149846, 343857, 243077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374953, 161485, 468184, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126966, 81873, 220197, 175104]",1,"[69337, 9783, 474275, 219328]",309
"[308455, 159072, 401686, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108363, 63408, 201594, 156639]",1,"[69337, 9783, 474275, 219328]",309
"[235667, 249758, 328898, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181234, 209511, 274465, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96331, 181496, 189562, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229214, 347858, 322445, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[368550, 236323, 461781, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85721, 242626, 178952, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[379746, 85449, 472977, 178680]",1,"[69337, 9783, 474275, 219328]",309
"[282928, 173829, 376159, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[75867, 117622, 169098, 210853]",1,"[69337, 9783, 474275, 219328]",309
"[106066, 240966, 199297, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[191181, 211999, 284412, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[232140, 266044, 325371, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212346, 123543, 305577, 216774]",1,"[69337, 9783, 474275, 219328]",309
"[110979, 238422, 204210, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[115212, 315627, 208443, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[380359, 34223, 473590, 127454]",1,"[69337, 9783, 474275, 219328]",309
"[211722, 25564, 304953, 118795]",1,"[69337, 9783, 474275, 219328]",309
"[130815, 340083, 224046, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52501, 106030, 145732, 199261]",0,"[8117, 9783, 474275, 219328]",617
"[198753, 37996, 291984, 131227]",1,"[69337, 9783, 474275, 219328]",309
"[342651, 363318, 435882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99014, 130309, 192245, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[328341, 164106, 421572, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329246, 53535, 422477, 146766]",1,"[69337, 9783, 474275, 219328]",309
"[377700, 276614, 470931, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[157237, 193227, 250468, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223826, 248395, 317057, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[36397, 339403, 129628, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[373443, 278714, 466674, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[357098, 348124, 450329, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294997, 233877, 388228, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312707, 246459, 405938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265124, 141680, 358355, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[377276, 257495, 470507, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[121058, 184903, 214289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[147510, 30260, 240741, 123491]",1,"[69337, 9783, 474275, 219328]",309
"[31084, 35670, 124315, 128901]",0,"[8117, 9783, 474275, 219328]",617
"[93501, 191514, 186732, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10148, 160060, 103379, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[351330, 11855, 444561, 105086]",1,"[69337, 9783, 474275, 219328]",309
"[81730, 41508, 174961, 134739]",1,"[69337, 9783, 474275, 219328]",309
"[232378, 364897, 325609, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[124596, 327218, 217827, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216004, 300548, 309235, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123970, 245988, 217201, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109225, 186114, 202456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[327051, 61772, 420282, 155003]",1,"[69337, 9783, 474275, 219328]",309
"[326021, 53006, 419252, 146237]",1,"[69337, 9783, 474275, 219328]",309
"[175380, 177424, 268611, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289083, 247058, 382314, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[178585, 142072, 271816, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[23231, 281790, 116462, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[31370, 107800, 124601, 201031]",0,"[8117, 9783, 474275, 219328]",617
"[201424, 50120, 294655, 143351]",1,"[69337, 9783, 474275, 219328]",309
"[118003, 283113, 211234, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[189388, 106570, 282619, 199801]",1,"[69337, 9783, 474275, 219328]",309
"[113824, 139858, 207055, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[360788, 166096, 454019, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171816, 279121, 265047, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209795, 141621, 303026, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260868, 188440, 354099, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133926, 31449, 227157, 124680]",1,"[69337, 9783, 474275, 219328]",309
"[168451, 297510, 261682, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46042, 12944, 139273, 106175]",0,"[8117, 9783, 474275, 219328]",617
"[249777, 267797, 343008, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237859, 33004, 331090, 126235]",1,"[69337, 9783, 474275, 219328]",309
"[224186, 266896, 317417, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249557, 238860, 342788, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70047, 53004, 163278, 146235]",1,"[69337, 9783, 474275, 219328]",309
"[50834, 134546, 144065, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[59880, 88750, 153111, 181981]",0,"[8117, 9783, 474275, 219328]",617
"[225178, 120034, 318409, 213265]",1,"[69337, 9783, 474275, 219328]",309
"[239139, 329377, 332370, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48562, 231954, 141793, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[301199, 214933, 394430, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28748, 102692, 121979, 195923]",0,"[8117, 9783, 474275, 219328]",617
"[139046, 265025, 232277, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123486, 75270, 216717, 168501]",1,"[69337, 9783, 474275, 219328]",309
"[154391, 192720, 247622, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175677, 236100, 268908, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64365, 300173, 157596, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[157804, 327975, 251035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[291796, 113595, 385027, 206826]",1,"[69337, 9783, 474275, 219328]",309
"[380921, 163642, 474152, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239738, 277619, 332969, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325138, 250378, 418369, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289221, 340702, 382452, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[144949, 151009, 238180, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[129640, 16798, 222871, 110029]",1,"[69337, 9783, 474275, 219328]",309
"[70365, 330486, 163596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59969, 98596, 153200, 191827]",0,"[8117, 9783, 474275, 219328]",617
"[225518, 138546, 318749, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122445, 157306, 215676, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[353948, 11493, 447179, 104724]",1,"[69337, 9783, 474275, 219328]",309
"[288885, 278273, 382116, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[232653, 34211, 325884, 127442]",1,"[69337, 9783, 474275, 219328]",309
"[71972, 209807, 165203, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[346386, 150977, 439617, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70111, 304165, 163342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[196286, 128473, 289517, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361949, 376945, 455180, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294712, 354466, 387943, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156053, 124277, 249284, 217508]",1,"[69337, 9783, 474275, 219328]",309
"[134017, 42084, 227248, 135315]",1,"[69337, 9783, 474275, 219328]",309
"[279778, 169345, 373009, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[361825, 179721, 455056, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[130592, 203779, 223823, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[337638, 259916, 430869, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[158499, 313284, 251730, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[97970, 80095, 191201, 173326]",1,"[69337, 9783, 474275, 219328]",309
"[16242, 298112, 109473, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[272803, 180023, 366034, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200524, 315051, 293755, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[340943, 21374, 434174, 114605]",1,"[69337, 9783, 474275, 219328]",309
"[76181, 215515, 169412, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[89509, 100792, 182740, 194023]",1,"[69337, 9783, 474275, 219328]",309
"[275752, 48202, 368983, 141433]",1,"[69337, 9783, 474275, 219328]",309
"[79200, 116384, 172431, 209615]",1,"[69337, 9783, 474275, 219328]",309
"[268550, 306697, 361781, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[372863, 120030, 466094, 213261]",1,"[69337, 9783, 474275, 219328]",309
"[131490, 77390, 224721, 170621]",1,"[69337, 9783, 474275, 219328]",309
"[130637, 209761, 223868, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[193433, 327145, 286664, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317985, 77606, 411216, 170837]",1,"[69337, 9783, 474275, 219328]",309
"[337888, 269456, 431119, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64747, 331087, 157978, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[21756, 284120, 114987, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[320658, 196134, 413889, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[264598, 246984, 357829, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[169964, 14741, 263195, 107972]",1,"[69337, 9783, 474275, 219328]",309
"[123498, 299370, 216729, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[350353, 93595, 443584, 186826]",1,"[69337, 9783, 474275, 219328]",309
"[354592, 267481, 447823, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260255, 294393, 353486, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172713, 377333, 265944, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49416, 143990, 142647, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80177, 324947, 173408, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[218804, 376911, 312035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108290, 174012, 201521, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161066, 209491, 254297, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39144, 117516, 132375, 210747]",0,"[8117, 9783, 474275, 219328]",617
"[28190, 173350, 121421, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[138983, 188034, 232214, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239430, 358568, 332661, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[354026, 353010, 447257, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[126562, 144487, 219793, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188562, 360220, 281793, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93225, 167973, 186456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17017, 194951, 110248, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[308844, 290977, 402075, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38621, 338647, 131852, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[87397, 193410, 180628, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19644, 265598, 112875, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[337280, 40267, 430511, 133498]",1,"[69337, 9783, 474275, 219328]",309
"[20995, 134715, 114226, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[31690, 14639, 124921, 107870]",0,"[8117, 9783, 474275, 219328]",617
"[126488, 350936, 219719, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179385, 43005, 272616, 136236]",1,"[69337, 9783, 474275, 219328]",309
"[40835, 188958, 134066, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[356231, 229708, 449462, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[79341, 121638, 172572, 214869]",1,"[69337, 9783, 474275, 219328]",309
"[243504, 236294, 336735, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82594, 195830, 175825, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171669, 100882, 264900, 194113]",1,"[69337, 9783, 474275, 219328]",309
"[348419, 180509, 441650, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222357, 208745, 315588, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[13167, 222699, 106398, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[146393, 287932, 239624, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286690, 368117, 379921, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[377705, 250678, 470936, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30105, 304197, 123336, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[72392, 222516, 165623, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[212746, 97935, 305977, 191166]",1,"[69337, 9783, 474275, 219328]",309
"[9747, 270551, 102978, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[80587, 334142, 173818, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[355183, 277566, 448414, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[374909, 85799, 468140, 179030]",1,"[69337, 9783, 474275, 219328]",309
"[49875, 181158, 143106, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[132572, 100535, 225803, 193766]",1,"[69337, 9783, 474275, 219328]",309
"[137508, 19638, 230739, 112869]",1,"[69337, 9783, 474275, 219328]",309
"[96639, 366551, 189870, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302456, 96362, 395687, 189593]",1,"[69337, 9783, 474275, 219328]",309
"[49267, 232080, 142498, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[321577, 62463, 414808, 155694]",1,"[69337, 9783, 474275, 219328]",309
"[333443, 337648, 426674, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[247984, 380417, 341215, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86797, 330521, 180028, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[323722, 29114, 416953, 122345]",1,"[69337, 9783, 474275, 219328]",309
"[140485, 186506, 233716, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205520, 22412, 298751, 115643]",1,"[69337, 9783, 474275, 219328]",309
"[336197, 27157, 429428, 120388]",1,"[69337, 9783, 474275, 219328]",309
"[268344, 55103, 361575, 148334]",1,"[69337, 9783, 474275, 219328]",309
"[196003, 161594, 289234, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[360252, 87184, 453483, 180415]",1,"[69337, 9783, 474275, 219328]",309
"[248302, 131925, 341533, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274160, 194663, 367391, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[93200, 220302, 186431, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[185140, 149590, 278371, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266230, 213948, 359461, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15868, 171046, 109099, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[286168, 159231, 379399, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[296710, 253964, 389941, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[26429, 286929, 119660, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[307222, 297574, 400453, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[145714, 368220, 238945, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28197, 247149, 121428, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[215244, 71039, 308475, 164270]",1,"[69337, 9783, 474275, 219328]",309
"[219813, 189829, 313044, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268166, 34935, 361397, 128166]",1,"[69337, 9783, 474275, 219328]",309
"[18961, 151273, 112192, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[26086, 141244, 119317, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[365013, 364839, 458244, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[313254, 376538, 406485, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160043, 367836, 253274, 219328]",1,"[69337, 9783, 474275, 219328]",309
