SRC_middle Query: Medium,Depth,# Hops,BBoxes,Data Size
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[16, 24, 22, 30]",4,4,"[16, 24, 24, 32]",64
"[2, 4, 8, 10]",4,4,"[0, 4, 8, 12]",64
"[12, 13, 18, 19]",4,4,"[12, 12, 20, 20]",64
"[12, 1, 18, 7]",4,4,"[12, 0, 20, 8]",64
"[14, 21, 20, 27]",4,4,"[12, 20, 20, 28]",64
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[9, 12, 15, 18]",4,4,"[8, 12, 16, 20]",64
"[3, 5, 9, 11]",2,2,"[0, 0, 16, 16]",256
"[6, 17, 12, 23]",4,4,"[4, 16, 12, 24]",64
"[11, 12, 17, 18]",2,2,"[8, 8, 24, 24]",256
"[19, 20, 25, 26]",2,2,"[16, 16, 32, 32]",256
"[4, 22, 10, 28]",4,4,"[4, 20, 12, 28]",64
"[16, 25, 22, 31]",4,4,"[16, 24, 24, 32]",64
"[24, 9, 30, 15]",4,4,"[24, 8, 32, 16]",64
"[11, 19, 17, 25]",2,2,"[8, 16, 24, 32]",256
"[26, 13, 32, 19]",4,4,"[24, 12, 32, 20]",64
"[16, 24, 22, 30]",4,4,"[16, 24, 24, 32]",64
"[26, 13, 32, 19]",4,4,"[24, 12, 32, 20]",64
"[8, 25, 14, 31]",4,4,"[8, 24, 16, 32]",64
"[25, 10, 31, 16]",4,4,"[24, 8, 32, 16]",64
"[20, 18, 26, 24]",4,4,"[20, 16, 28, 24]",64
"[0, 13, 6, 19]",4,4,"[0, 12, 8, 20]",64
"[1, 9, 7, 15]",4,4,"[0, 8, 8, 16]",64
"[18, 14, 24, 20]",4,4,"[16, 12, 24, 20]",64
"[22, 13, 28, 19]",4,4,"[20, 12, 28, 20]",64
"[22, 7, 28, 13]",3,3,"[20, 0, 28, 16]",128
"[4, 3, 10, 9]",3,3,"[4, 0, 12, 16]",128
"[23, 7, 29, 13]",2,2,"[16, 0, 32, 16]",256
"[24, 25, 30, 31]",4,4,"[24, 24, 32, 32]",64
"[12, 4, 18, 10]",4,4,"[12, 4, 20, 12]",64
"[8, 18, 14, 24]",4,4,"[8, 16, 16, 24]",64
"[16, 22, 22, 28]",4,4,"[16, 20, 24, 28]",64
"[15, 23, 21, 29]",2,2,"[8, 16, 24, 32]",256
"[6, 8, 12, 14]",4,4,"[4, 8, 12, 16]",64
"[9, 6, 15, 12]",4,4,"[8, 4, 16, 12]",64
"[7, 16, 13, 22]",2,2,"[0, 8, 16, 24]",256
"[11, 20, 17, 26]",2,2,"[8, 16, 24, 32]",256
"[24, 7, 30, 13]",3,3,"[24, 0, 32, 16]",128
"[1, 23, 7, 29]",3,3,"[0, 16, 8, 32]",128
"[19, 9, 25, 15]",2,2,"[16, 8, 32, 24]",256
"[9, 19, 15, 25]",3,3,"[8, 16, 16, 32]",128
"[15, 17, 21, 23]",2,2,"[8, 8, 24, 24]",256
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[12, 13, 18, 19]",4,4,"[12, 12, 20, 20]",64
"[11, 3, 17, 9]",2,2,"[8, 0, 24, 16]",256
"[0, 23, 6, 29]",3,3,"[0, 16, 8, 32]",128
"[4, 11, 10, 17]",3,3,"[4, 8, 12, 24]",128
"[25, 3, 31, 9]",3,3,"[24, 0, 32, 16]",128
"[21, 26, 27, 32]",4,4,"[20, 24, 28, 32]",64
"[2, 6, 8, 12]",4,4,"[0, 4, 8, 12]",64
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[13, 19, 19, 25]",3,3,"[12, 16, 20, 32]",128
"[15, 1, 21, 7]",2,2,"[8, 0, 24, 16]",256
"[20, 13, 26, 19]",4,4,"[20, 12, 28, 20]",64
"[0, 23, 6, 29]",3,3,"[0, 16, 8, 32]",128
"[11, 2, 17, 8]",2,2,"[8, 0, 24, 16]",256
"[14, 22, 20, 28]",4,4,"[12, 20, 20, 28]",64
"[9, 6, 15, 12]",4,4,"[8, 4, 16, 12]",64
"[10, 14, 16, 20]",4,4,"[8, 12, 16, 20]",64
"[12, 15, 18, 21]",3,3,"[12, 8, 20, 24]",128
"[0, 8, 6, 14]",4,4,"[0, 8, 8, 16]",64
"[11, 26, 17, 32]",2,2,"[8, 16, 24, 32]",256
"[3, 15, 9, 21]",2,2,"[0, 8, 16, 24]",256
"[10, 19, 16, 25]",3,3,"[8, 16, 16, 32]",128
"[9, 24, 15, 30]",4,4,"[8, 24, 16, 32]",64
"[19, 6, 25, 12]",2,2,"[16, 0, 32, 16]",256
"[18, 7, 24, 13]",3,3,"[16, 0, 24, 16]",128
"[19, 2, 25, 8]",2,2,"[16, 0, 32, 16]",256
"[6, 10, 12, 16]",4,4,"[4, 8, 12, 16]",64
"[8, 25, 14, 31]",4,4,"[8, 24, 16, 32]",64
"[0, 7, 6, 13]",3,3,"[0, 0, 8, 16]",128
"[15, 13, 21, 19]",2,2,"[8, 8, 24, 24]",256
"[13, 10, 19, 16]",4,4,"[12, 8, 20, 16]",64
"[16, 23, 22, 29]",3,3,"[16, 16, 24, 32]",128
"[4, 15, 10, 21]",3,3,"[4, 8, 12, 24]",128
"[24, 4, 30, 10]",4,4,"[24, 4, 32, 12]",64
"[2, 20, 8, 26]",4,4,"[0, 20, 8, 28]",64
"[16, 22, 22, 28]",4,4,"[16, 20, 24, 28]",64
"[18, 8, 24, 14]",4,4,"[16, 8, 24, 16]",64
"[22, 6, 28, 12]",4,4,"[20, 4, 28, 12]",64
"[23, 11, 29, 17]",2,2,"[16, 8, 32, 24]",256
"[10, 9, 16, 15]",4,4,"[8, 8, 16, 16]",64
"[2, 13, 8, 19]",4,4,"[0, 12, 8, 20]",64
"[17, 2, 23, 8]",4,4,"[16, 0, 24, 8]",64
"[16, 26, 22, 32]",4,4,"[16, 24, 24, 32]",64
"[20, 13, 26, 19]",4,4,"[20, 12, 28, 20]",64
"[7, 8, 13, 14]",2,2,"[0, 8, 16, 24]",256
"[5, 4, 11, 10]",4,4,"[4, 4, 12, 12]",64
"[7, 5, 13, 11]",2,2,"[0, 0, 16, 16]",256
"[3, 7, 9, 13]",2,2,"[0, 0, 16, 16]",256
"[9, 8, 15, 14]",4,4,"[8, 8, 16, 16]",64
"[1, 17, 7, 23]",4,4,"[0, 16, 8, 24]",64
"[3, 25, 9, 31]",2,2,"[0, 16, 16, 32]",256
"[13, 9, 19, 15]",4,4,"[12, 8, 20, 16]",64
"[19, 19, 25, 25]",2,2,"[16, 16, 32, 32]",256
"[25, 10, 31, 16]",4,4,"[24, 8, 32, 16]",64
"[24, 3, 30, 9]",3,3,"[24, 0, 32, 16]",128
"[2, 12, 8, 18]",4,4,"[0, 12, 8, 20]",64
"[23, 2, 29, 8]",2,2,"[16, 0, 32, 16]",256
"[17, 5, 23, 11]",4,4,"[16, 4, 24, 12]",64
"[21, 0, 27, 6]",4,4,"[20, 0, 28, 8]",64
"[21, 15, 27, 21]",3,3,"[20, 8, 28, 24]",128
"[19, 7, 25, 13]",2,2,"[16, 0, 32, 16]",256
"[5, 13, 11, 19]",4,4,"[4, 12, 12, 20]",64
"[13, 9, 19, 15]",4,4,"[12, 8, 20, 16]",64
"[19, 25, 25, 31]",2,2,"[16, 16, 32, 32]",256
"[12, 13, 18, 19]",4,4,"[12, 12, 20, 20]",64
"[15, 2, 21, 8]",2,2,"[8, 0, 24, 16]",256
"[4, 9, 10, 15]",4,4,"[4, 8, 12, 16]",64
"[2, 3, 8, 9]",3,3,"[0, 0, 8, 16]",128
"[14, 14, 20, 20]",4,4,"[12, 12, 20, 20]",64
"[22, 9, 28, 15]",4,4,"[20, 8, 28, 16]",64
"[14, 25, 20, 31]",4,4,"[12, 24, 20, 32]",64
"[20, 18, 26, 24]",4,4,"[20, 16, 28, 24]",64
"[10, 17, 16, 23]",4,4,"[8, 16, 16, 24]",64
"[7, 25, 13, 31]",2,2,"[0, 16, 16, 32]",256
"[8, 5, 14, 11]",4,4,"[8, 4, 16, 12]",64
"[15, 26, 21, 32]",2,2,"[8, 16, 24, 32]",256
"[0, 26, 6, 32]",4,4,"[0, 24, 8, 32]",64
"[13, 3, 19, 9]",3,3,"[12, 0, 20, 16]",128
"[22, 20, 28, 26]",4,4,"[20, 20, 28, 28]",64
"[5, 7, 11, 13]",3,3,"[4, 0, 12, 16]",128
"[21, 0, 27, 6]",4,4,"[20, 0, 28, 8]",64
"[15, 15, 21, 21]",2,2,"[8, 8, 24, 24]",256
"[17, 21, 23, 27]",4,4,"[16, 20, 24, 28]",64
"[25, 20, 31, 26]",4,4,"[24, 20, 32, 28]",64
"[11, 11, 17, 17]",2,2,"[8, 8, 24, 24]",256
"[16, 20, 22, 26]",4,4,"[16, 20, 24, 28]",64
"[18, 23, 24, 29]",3,3,"[16, 16, 24, 32]",128
"[18, 21, 24, 27]",4,4,"[16, 20, 24, 28]",64
"[14, 24, 20, 30]",4,4,"[12, 24, 20, 32]",64
"[10, 20, 16, 26]",4,4,"[8, 20, 16, 28]",64
"[8, 7, 14, 13]",3,3,"[8, 0, 16, 16]",128
"[23, 1, 29, 7]",2,2,"[16, 0, 32, 16]",256
"[24, 17, 30, 23]",4,4,"[24, 16, 32, 24]",64
"[26, 19, 32, 25]",3,3,"[24, 16, 32, 32]",128
"[10, 2, 16, 8]",4,4,"[8, 0, 16, 8]",64
"[5, 14, 11, 20]",4,4,"[4, 12, 12, 20]",64
"[10, 4, 16, 10]",4,4,"[8, 4, 16, 12]",64
"[19, 17, 25, 23]",2,2,"[16, 8, 32, 24]",256
"[13, 14, 19, 20]",4,4,"[12, 12, 20, 20]",64
"[23, 25, 29, 31]",2,2,"[16, 16, 32, 32]",256
"[21, 2, 27, 8]",4,4,"[20, 0, 28, 8]",64
"[20, 4, 26, 10]",4,4,"[20, 4, 28, 12]",64
"[15, 4, 21, 10]",2,2,"[8, 0, 24, 16]",256
"[2, 13, 8, 19]",4,4,"[0, 12, 8, 20]",64
"[8, 14, 14, 20]",4,4,"[8, 12, 16, 20]",64
"[1, 26, 7, 32]",4,4,"[0, 24, 8, 32]",64
"[17, 10, 23, 16]",4,4,"[16, 8, 24, 16]",64
"[16, 13, 22, 19]",4,4,"[16, 12, 24, 20]",64
"[1, 16, 7, 22]",4,4,"[0, 16, 8, 24]",64
"[9, 24, 15, 30]",4,4,"[8, 24, 16, 32]",64
"[22, 18, 28, 24]",4,4,"[20, 16, 28, 24]",64
"[21, 23, 27, 29]",3,3,"[20, 16, 28, 32]",128
"[25, 8, 31, 14]",4,4,"[24, 8, 32, 16]",64
"[26, 18, 32, 24]",4,4,"[24, 16, 32, 24]",64
"[23, 23, 29, 29]",2,2,"[16, 16, 32, 32]",256
"[21, 0, 27, 6]",4,4,"[20, 0, 28, 8]",64
"[18, 4, 24, 10]",4,4,"[16, 4, 24, 12]",64
"[8, 21, 14, 27]",4,4,"[8, 20, 16, 28]",64
"[4, 23, 10, 29]",3,3,"[4, 16, 12, 32]",128
"[9, 14, 15, 20]",4,4,"[8, 12, 16, 20]",64
"[14, 19, 20, 25]",3,3,"[12, 16, 20, 32]",128
"[15, 9, 21, 15]",2,2,"[8, 8, 24, 24]",256
"[0, 15, 6, 21]",3,3,"[0, 8, 8, 24]",128
"[3, 4, 9, 10]",2,2,"[0, 0, 16, 16]",256
"[5, 3, 11, 9]",3,3,"[4, 0, 12, 16]",128
"[1, 25, 7, 31]",4,4,"[0, 24, 8, 32]",64
"[7, 13, 13, 19]",2,2,"[0, 8, 16, 24]",256
"[1, 6, 7, 12]",4,4,"[0, 4, 8, 12]",64
"[12, 22, 18, 28]",4,4,"[12, 20, 20, 28]",64
"[6, 2, 12, 8]",4,4,"[4, 0, 12, 8]",64
"[16, 6, 22, 12]",4,4,"[16, 4, 24, 12]",64
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[16, 19, 22, 25]",3,3,"[16, 16, 24, 32]",128
"[17, 25, 23, 31]",4,4,"[16, 24, 24, 32]",64
"[6, 19, 12, 25]",3,3,"[4, 16, 12, 32]",128
"[23, 12, 29, 18]",2,2,"[16, 8, 32, 24]",256
"[25, 21, 31, 27]",4,4,"[24, 20, 32, 28]",64
"[4, 23, 10, 29]",3,3,"[4, 16, 12, 32]",128
"[2, 20, 8, 26]",4,4,"[0, 20, 8, 28]",64
"[3, 19, 9, 25]",2,2,"[0, 16, 16, 32]",256
"[13, 18, 19, 24]",4,4,"[12, 16, 20, 24]",64
"[7, 25, 13, 31]",2,2,"[0, 16, 16, 32]",256
"[9, 18, 15, 24]",4,4,"[8, 16, 16, 24]",64
"[0, 3, 6, 9]",3,3,"[0, 0, 8, 16]",128
"[25, 14, 31, 20]",4,4,"[24, 12, 32, 20]",64
"[21, 18, 27, 24]",4,4,"[20, 16, 28, 24]",64
"[15, 11, 21, 17]",2,2,"[8, 8, 24, 24]",256
"[19, 13, 25, 19]",2,2,"[16, 8, 32, 24]",256
"[1, 1, 7, 7]",4,4,"[0, 0, 8, 8]",64
"[6, 16, 12, 22]",4,4,"[4, 16, 12, 24]",64
"[3, 17, 9, 23]",2,2,"[0, 8, 16, 24]",256
"[1, 26, 7, 32]",4,4,"[0, 24, 8, 32]",64
"[4, 11, 10, 17]",3,3,"[4, 8, 12, 24]",128
"[10, 6, 16, 12]",4,4,"[8, 4, 16, 12]",64
"[0, 22, 6, 28]",4,4,"[0, 20, 8, 28]",64
"[6, 8, 12, 14]",4,4,"[4, 8, 12, 16]",64
"[4, 3, 10, 9]",3,3,"[4, 0, 12, 16]",128
"[4, 11, 10, 17]",3,3,"[4, 8, 12, 24]",128
"[3, 26, 9, 32]",2,2,"[0, 16, 16, 32]",256
"[25, 0, 31, 6]",4,4,"[24, 0, 32, 8]",64
"[0, 20, 6, 26]",4,4,"[0, 20, 8, 28]",64
"[19, 2, 25, 8]",2,2,"[16, 0, 32, 16]",256
"[8, 23, 14, 29]",3,3,"[8, 16, 16, 32]",128
"[26, 8, 32, 14]",4,4,"[24, 8, 32, 16]",64
"[13, 18, 19, 24]",4,4,"[12, 16, 20, 24]",64
"[15, 10, 21, 16]",2,2,"[8, 8, 24, 24]",256
"[4, 11, 10, 17]",3,3,"[4, 8, 12, 24]",128
"[3, 19, 9, 25]",2,2,"[0, 16, 16, 32]",256
"[16, 6, 22, 12]",4,4,"[16, 4, 24, 12]",64
"[6, 17, 12, 23]",4,4,"[4, 16, 12, 24]",64
"[20, 5, 26, 11]",4,4,"[20, 4, 28, 12]",64
"[4, 25, 10, 31]",4,4,"[4, 24, 12, 32]",64
"[18, 21, 24, 27]",4,4,"[16, 20, 24, 28]",64
"[26, 9, 32, 15]",4,4,"[24, 8, 32, 16]",64
"[4, 4, 10, 10]",4,4,"[4, 4, 12, 12]",64
"[9, 23, 15, 29]",3,3,"[8, 16, 16, 32]",128
"[19, 1, 25, 7]",2,2,"[16, 0, 32, 16]",256
"[6, 26, 12, 32]",4,4,"[4, 24, 12, 32]",64
"[6, 22, 12, 28]",4,4,"[4, 20, 12, 28]",64
"[5, 12, 11, 18]",4,4,"[4, 12, 12, 20]",64
"[22, 20, 28, 26]",4,4,"[20, 20, 28, 28]",64
"[24, 8, 30, 14]",4,4,"[24, 8, 32, 16]",64
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[7, 1, 13, 7]",2,2,"[0, 0, 16, 16]",256
"[4, 4, 10, 10]",4,4,"[4, 4, 12, 12]",64
"[6, 21, 12, 27]",4,4,"[4, 20, 12, 28]",64
"[12, 0, 18, 6]",4,4,"[12, 0, 20, 8]",64
"[18, 26, 24, 32]",4,4,"[16, 24, 24, 32]",64
"[14, 2, 20, 8]",4,4,"[12, 0, 20, 8]",64
"[13, 3, 19, 9]",3,3,"[12, 0, 20, 16]",128
"[22, 17, 28, 23]",4,4,"[20, 16, 28, 24]",64
"[20, 1, 26, 7]",4,4,"[20, 0, 28, 8]",64
"[11, 13, 17, 19]",2,2,"[8, 8, 24, 24]",256
"[7, 3, 13, 9]",2,2,"[0, 0, 16, 16]",256
"[3, 17, 9, 23]",2,2,"[0, 8, 16, 24]",256
"[14, 4, 20, 10]",4,4,"[12, 4, 20, 12]",64
"[4, 17, 10, 23]",4,4,"[4, 16, 12, 24]",64
"[13, 14, 19, 20]",4,4,"[12, 12, 20, 20]",64
"[23, 8, 29, 14]",2,2,"[16, 8, 32, 24]",256
"[17, 22, 23, 28]",4,4,"[16, 20, 24, 28]",64
"[26, 1, 32, 7]",4,4,"[24, 0, 32, 8]",64
"[26, 19, 32, 25]",3,3,"[24, 16, 32, 32]",128
"[10, 12, 16, 18]",4,4,"[8, 12, 16, 20]",64
"[19, 10, 25, 16]",2,2,"[16, 8, 32, 24]",256
"[6, 11, 12, 17]",3,3,"[4, 8, 12, 24]",128
"[11, 17, 17, 23]",2,2,"[8, 8, 24, 24]",256
"[13, 15, 19, 21]",3,3,"[12, 8, 20, 24]",128
"[6, 14, 12, 20]",4,4,"[4, 12, 12, 20]",64
"[25, 20, 31, 26]",4,4,"[24, 20, 32, 28]",64
"[11, 19, 17, 25]",2,2,"[8, 16, 24, 32]",256
"[12, 12, 18, 18]",4,4,"[12, 12, 20, 20]",64
"[6, 4, 12, 10]",4,4,"[4, 4, 12, 12]",64
"[12, 7, 18, 13]",3,3,"[12, 0, 20, 16]",128
"[7, 6, 13, 12]",2,2,"[0, 0, 16, 16]",256
"[9, 25, 15, 31]",4,4,"[8, 24, 16, 32]",64
"[0, 1, 6, 7]",4,4,"[0, 0, 8, 8]",64
"[13, 25, 19, 31]",4,4,"[12, 24, 20, 32]",64
"[17, 14, 23, 20]",4,4,"[16, 12, 24, 20]",64
"[3, 23, 9, 29]",2,2,"[0, 16, 16, 32]",256
"[10, 26, 16, 32]",4,4,"[8, 24, 16, 32]",64
"[1, 20, 7, 26]",4,4,"[0, 20, 8, 28]",64
"[9, 19, 15, 25]",3,3,"[8, 16, 16, 32]",128
"[6, 6, 12, 12]",4,4,"[4, 4, 12, 12]",64
"[7, 2, 13, 8]",2,2,"[0, 0, 16, 16]",256
"[20, 8, 26, 14]",4,4,"[20, 8, 28, 16]",64
"[20, 17, 26, 23]",4,4,"[20, 16, 28, 24]",64
"[0, 24, 6, 30]",4,4,"[0, 24, 8, 32]",64
"[2, 1, 8, 7]",4,4,"[0, 0, 8, 8]",64
"[4, 9, 10, 15]",4,4,"[4, 8, 12, 16]",64
"[12, 22, 18, 28]",4,4,"[12, 20, 20, 28]",64
"[3, 13, 9, 19]",2,2,"[0, 8, 16, 24]",256
"[7, 14, 13, 20]",2,2,"[0, 8, 16, 24]",256
"[26, 25, 32, 31]",4,4,"[24, 24, 32, 32]",64
"[1, 25, 7, 31]",4,4,"[0, 24, 8, 32]",64
"[5, 16, 11, 22]",4,4,"[4, 16, 12, 24]",64
"[20, 21, 26, 27]",4,4,"[20, 20, 28, 28]",64
"[24, 9, 30, 15]",4,4,"[24, 8, 32, 16]",64
"[19, 18, 25, 24]",2,2,"[16, 8, 32, 24]",256
"[24, 20, 30, 26]",4,4,"[24, 20, 32, 28]",64
"[5, 8, 11, 14]",4,4,"[4, 8, 12, 16]",64
"[7, 0, 13, 6]",2,2,"[0, 0, 16, 16]",256
"[26, 17, 32, 23]",4,4,"[24, 16, 32, 24]",64
"[11, 14, 17, 20]",2,2,"[8, 8, 24, 24]",256
"[0, 3, 6, 9]",3,3,"[0, 0, 8, 16]",128
"[1, 18, 7, 24]",4,4,"[0, 16, 8, 24]",64
"[20, 10, 26, 16]",4,4,"[20, 8, 28, 16]",64
"[3, 16, 9, 22]",2,2,"[0, 8, 16, 24]",256
"[11, 15, 17, 21]",2,2,"[8, 8, 24, 24]",256
"[12, 12, 18, 18]",4,4,"[12, 12, 20, 20]",64
"[8, 8, 14, 14]",4,4,"[8, 8, 16, 16]",64
"[26, 12, 32, 18]",4,4,"[24, 12, 32, 20]",64
"[6, 18, 12, 24]",4,4,"[4, 16, 12, 24]",64
"[0, 15, 6, 21]",3,3,"[0, 8, 8, 24]",128
"[4, 21, 10, 27]",4,4,"[4, 20, 12, 28]",64
"[12, 8, 18, 14]",4,4,"[12, 8, 20, 16]",64
"[20, 9, 26, 15]",4,4,"[20, 8, 28, 16]",64
"[16, 8, 22, 14]",4,4,"[16, 8, 24, 16]",64
"[22, 19, 28, 25]",3,3,"[20, 16, 28, 32]",128
"[4, 12, 10, 18]",4,4,"[4, 12, 12, 20]",64
"[16, 23, 22, 29]",3,3,"[16, 16, 24, 32]",128
"[2, 18, 8, 24]",4,4,"[0, 16, 8, 24]",64
"[1, 21, 7, 27]",4,4,"[0, 20, 8, 28]",64
"[26, 11, 32, 17]",3,3,"[24, 8, 32, 24]",128
"[15, 9, 21, 15]",2,2,"[8, 8, 24, 24]",256
"[7, 3, 13, 9]",2,2,"[0, 0, 16, 16]",256
"[14, 17, 20, 23]",4,4,"[12, 16, 20, 24]",64
"[5, 21, 11, 27]",4,4,"[4, 20, 12, 28]",64
"[19, 17, 25, 23]",2,2,"[16, 8, 32, 24]",256
"[4, 5, 10, 11]",4,4,"[4, 4, 12, 12]",64
"[25, 11, 31, 17]",3,3,"[24, 8, 32, 24]",128
"[23, 10, 29, 16]",2,2,"[16, 8, 32, 24]",256
"[0, 15, 6, 21]",3,3,"[0, 8, 8, 24]",128
"[15, 6, 21, 12]",2,2,"[8, 0, 24, 16]",256
"[24, 2, 30, 8]",4,4,"[24, 0, 32, 8]",64
"[20, 5, 26, 11]",4,4,"[20, 4, 28, 12]",64
"[18, 7, 24, 13]",3,3,"[16, 0, 24, 16]",128
"[25, 13, 31, 19]",4,4,"[24, 12, 32, 20]",64
"[20, 22, 26, 28]",4,4,"[20, 20, 28, 28]",64
"[4, 15, 10, 21]",3,3,"[4, 8, 12, 24]",128
"[0, 20, 6, 26]",4,4,"[0, 20, 8, 28]",64
"[12, 5, 18, 11]",4,4,"[12, 4, 20, 12]",64
"[6, 19, 12, 25]",3,3,"[4, 16, 12, 32]",128
"[16, 2, 22, 8]",4,4,"[16, 0, 24, 8]",64
"[25, 12, 31, 18]",4,4,"[24, 12, 32, 20]",64
"[1, 17, 7, 23]",4,4,"[0, 16, 8, 24]",64
"[18, 0, 24, 6]",4,4,"[16, 0, 24, 8]",64
"[5, 16, 11, 22]",4,4,"[4, 16, 12, 24]",64
"[15, 9, 21, 15]",2,2,"[8, 8, 24, 24]",256
"[9, 17, 15, 23]",4,4,"[8, 16, 16, 24]",64
"[17, 15, 23, 21]",3,3,"[16, 8, 24, 24]",128
"[3, 20, 9, 26]",2,2,"[0, 16, 16, 32]",256
"[18, 0, 24, 6]",4,4,"[16, 0, 24, 8]",64
"[0, 6, 6, 12]",4,4,"[0, 4, 8, 12]",64
"[19, 11, 25, 17]",2,2,"[16, 8, 32, 24]",256
"[1, 5, 7, 11]",4,4,"[0, 4, 8, 12]",64
"[24, 16, 30, 22]",4,4,"[24, 16, 32, 24]",64
"[25, 18, 31, 24]",4,4,"[24, 16, 32, 24]",64
"[21, 26, 27, 32]",4,4,"[20, 24, 28, 32]",64
"[14, 19, 20, 25]",3,3,"[12, 16, 20, 32]",128
"[2, 22, 8, 28]",4,4,"[0, 20, 8, 28]",64
"[16, 10, 22, 16]",4,4,"[16, 8, 24, 16]",64
"[10, 16, 16, 22]",4,4,"[8, 16, 16, 24]",64
"[22, 21, 28, 27]",4,4,"[20, 20, 28, 28]",64
"[11, 10, 17, 16]",2,2,"[8, 8, 24, 24]",256
"[26, 21, 32, 27]",4,4,"[24, 20, 32, 28]",64
"[8, 19, 14, 25]",3,3,"[8, 16, 16, 32]",128
"[11, 14, 17, 20]",2,2,"[8, 8, 24, 24]",256
"[17, 6, 23, 12]",4,4,"[16, 4, 24, 12]",64
"[21, 13, 27, 19]",4,4,"[20, 12, 28, 20]",64
"[1, 10, 7, 16]",4,4,"[0, 8, 8, 16]",64
"[11, 21, 17, 27]",2,2,"[8, 16, 24, 32]",256
"[13, 3, 19, 9]",3,3,"[12, 0, 20, 16]",128
"[20, 20, 26, 26]",4,4,"[20, 20, 28, 28]",64
"[24, 22, 30, 28]",4,4,"[24, 20, 32, 28]",64
"[26, 24, 32, 30]",4,4,"[24, 24, 32, 32]",64
"[23, 6, 29, 12]",2,2,"[16, 0, 32, 16]",256
"[4, 20, 10, 26]",4,4,"[4, 20, 12, 28]",64
"[15, 17, 21, 23]",2,2,"[8, 8, 24, 24]",256
"[23, 14, 29, 20]",2,2,"[16, 8, 32, 24]",256
"[9, 24, 15, 30]",4,4,"[8, 24, 16, 32]",64
"[17, 11, 23, 17]",3,3,"[16, 8, 24, 24]",128
"[17, 5, 23, 11]",4,4,"[16, 4, 24, 12]",64
"[25, 1, 31, 7]",4,4,"[24, 0, 32, 8]",64
"[7, 22, 13, 28]",2,2,"[0, 16, 16, 32]",256
"[24, 25, 30, 31]",4,4,"[24, 24, 32, 32]",64
"[9, 22, 15, 28]",4,4,"[8, 20, 16, 28]",64
"[25, 10, 31, 16]",4,4,"[24, 8, 32, 16]",64
"[2, 14, 8, 20]",4,4,"[0, 12, 8, 20]",64
"[4, 13, 10, 19]",4,4,"[4, 12, 12, 20]",64
"[24, 16, 30, 22]",4,4,"[24, 16, 32, 24]",64
"[2, 6, 8, 12]",4,4,"[0, 4, 8, 12]",64
"[2, 16, 8, 22]",4,4,"[0, 16, 8, 24]",64
"[5, 26, 11, 32]",4,4,"[4, 24, 12, 32]",64
"[2, 8, 8, 14]",4,4,"[0, 8, 8, 16]",64
"[12, 24, 18, 30]",4,4,"[12, 24, 20, 32]",64
"[23, 6, 29, 12]",2,2,"[16, 0, 32, 16]",256
"[16, 16, 22, 22]",4,4,"[16, 16, 24, 24]",64
"[2, 10, 8, 16]",4,4,"[0, 8, 8, 16]",64
"[25, 3, 31, 9]",3,3,"[24, 0, 32, 16]",128
"[21, 0, 27, 6]",4,4,"[20, 0, 28, 8]",64
"[18, 24, 24, 30]",4,4,"[16, 24, 24, 32]",64
"[5, 4, 11, 10]",4,4,"[4, 4, 12, 12]",64
"[0, 4, 6, 10]",4,4,"[0, 4, 8, 12]",64
"[26, 4, 32, 10]",4,4,"[24, 4, 32, 12]",64
"[5, 9, 11, 15]",4,4,"[4, 8, 12, 16]",64
"[5, 6, 11, 12]",4,4,"[4, 4, 12, 12]",64
"[18, 19, 24, 25]",3,3,"[16, 16, 24, 32]",128
"[24, 1, 30, 7]",4,4,"[24, 0, 32, 8]",64
"[19, 5, 25, 11]",2,2,"[16, 0, 32, 16]",256
"[10, 10, 16, 16]",4,4,"[8, 8, 16, 16]",64
"[13, 16, 19, 22]",4,4,"[12, 16, 20, 24]",64
"[18, 22, 24, 28]",4,4,"[16, 20, 24, 28]",64
"[23, 24, 29, 30]",2,2,"[16, 16, 32, 32]",256
"[16, 5, 22, 11]",4,4,"[16, 4, 24, 12]",64
"[24, 20, 30, 26]",4,4,"[24, 20, 32, 28]",64
"[22, 18, 28, 24]",4,4,"[20, 16, 28, 24]",64
"[10, 16, 16, 22]",4,4,"[8, 16, 16, 24]",64
"[26, 9, 32, 15]",4,4,"[24, 8, 32, 16]",64
"[4, 12, 10, 18]",4,4,"[4, 12, 12, 20]",64
"[21, 14, 27, 20]",4,4,"[20, 12, 28, 20]",64
"[3, 5, 9, 11]",2,2,"[0, 0, 16, 16]",256
"[8, 24, 14, 30]",4,4,"[8, 24, 16, 32]",64
"[24, 5, 30, 11]",4,4,"[24, 4, 32, 12]",64
"[23, 26, 29, 32]",2,2,"[16, 16, 32, 32]",256
"[20, 11, 26, 17]",3,3,"[20, 8, 28, 24]",128
"[14, 9, 20, 15]",4,4,"[12, 8, 20, 16]",64
"[7, 1, 13, 7]",2,2,"[0, 0, 16, 16]",256
