,BRC Size,SRC Size,Diff,F/P %,SRC Depth,Error %
358,1401,10524,9123,7.511777301927195,1,13.312428734321552
359,819,10524,9705,12.84981684981685,1,7.782212086659065
360,0,21048,21048,inf,0,0.0
361,1500,5262,3762,3.508,2,28.506271379703534
362,3238,10524,7286,3.250154416306362,1,30.767768909160015
363,697,21048,20351,30.197991391678624,0,3.311478525275561
364,2595,10524,7929,4.055491329479769,1,24.65792474344356
365,1676,21048,19372,12.558472553699284,0,7.962751805397188
366,161,21048,20887,130.73291925465838,0,0.7649182820220449
367,168,21048,20880,125.28571428571429,0,0.798175598631699
368,686,5262,4576,7.670553935860059,2,13.036868110984418
369,1715,5262,3547,3.0682215743440233,2,32.592170277461044
370,3127,10524,7397,3.3655260633194755,1,29.713036868110986
371,1410,21048,19638,14.927659574468086,0,6.698973774230331
372,0,1315,1315,inf,4,0.0
373,41,21048,21007,513.3658536585366,0,0.19479285442797414
374,2144,21048,18904,9.817164179104477,0,10.186240973014064
375,2222,10524,8302,4.736273627362737,1,21.11364500190042
376,1604,5262,3658,3.2805486284289276,2,30.48270619536298
377,893,21048,20155,23.569988801791713,0,4.242683390345876
378,4,82,78,20.5,8,4.878048780487805
379,148,21048,20900,142.21621621621622,0,0.7031546940326872
380,1545,5262,3717,3.4058252427184468,2,29.36145952109464
381,1539,21048,19509,13.676413255360623,0,7.311858608893957
382,0,657,657,inf,5,0.0
383,3128,10524,7396,3.364450127877238,1,29.722538958570887
384,411,5262,4851,12.802919708029197,2,7.810718358038768
385,1269,21048,19779,16.58628841607565,0,6.029076396807297
386,0,5262,5262,inf,2,0.0
387,982,10524,9542,10.716904276985744,1,9.331052831622957
388,280,5262,4982,18.792857142857144,2,5.32117065754466
389,1181,2631,1450,2.2277730736663846,3,44.88787533257317
390,1929,10524,8595,5.455676516329705,1,18.329532497149373
391,1028,5262,4234,5.118677042801556,2,19.53629798555682
392,1893,10524,8631,5.559429477020602,1,17.98745724059293
393,3,5262,5259,1754.0,2,0.05701254275940707
394,2160,5262,3102,2.436111111111111,2,41.04903078677309
395,0,1315,1315,inf,4,0.0
396,2202,21048,18846,9.55858310626703,0,10.461801596351197
397,1589,5262,3673,3.311516677155444,2,30.197643481565944
398,682,5262,4580,7.715542521994135,2,12.960851387305208
399,2026,10524,8498,5.194471865745311,1,19.251235271759786
400,2953,21048,18095,7.1276667795462245,0,14.029836564044091
401,1194,10524,9330,8.814070351758794,1,11.345496009122007
402,1108,2631,1523,2.374548736462094,3,42.11326491828202
403,0,41,41,inf,9,0.0
404,1685,21048,19363,12.491394658753709,0,8.005511212466743
405,1421,5262,3841,3.7030260380014073,2,27.004941087039146
