SRC_exhaustive Query: Large,Depth,BBoxes,Data Size
"[94598, 39871, 234445, 179718]",1,"[69337, 9783, 474275, 219328]",309
"[242125, 21787, 381972, 161634]",1,"[69337, 9783, 474275, 219328]",309
"[245248, 331263, 385095, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[192129, 222543, 331976, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[178783, 52052, 318630, 191899]",1,"[69337, 9783, 474275, 219328]",309
"[220840, 153956, 360687, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[163587, 255330, 303434, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[310089, 180786, 449936, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[308870, 266279, 448717, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274816, 189767, 414663, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107734, 233930, 247581, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[193067, 154765, 332914, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50702, 174765, 190549, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[115468, 84296, 255315, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243693, 271452, 383540, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285893, 56572, 425740, 196419]",1,"[69337, 9783, 474275, 219328]",309
"[314509, 149903, 454356, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116335, 309428, 256182, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[53444, 173806, 193291, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[38127, 240165, 177974, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[169944, 111590, 309791, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123918, 270265, 263765, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295090, 196511, 434937, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142701, 252884, 282548, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110203, 259687, 250050, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64252, 233830, 204099, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[287501, 172592, 427348, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[160302, 101068, 300149, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277419, 79730, 417266, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149670, 144570, 289517, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104456, 49352, 244303, 189199]",1,"[69337, 9783, 474275, 219328]",309
"[291931, 145981, 431778, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[42179, 223302, 182026, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[319984, 204076, 459831, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133583, 56933, 273430, 196780]",1,"[69337, 9783, 474275, 219328]",309
"[129417, 37186, 269264, 177033]",1,"[69337, 9783, 474275, 219328]",309
"[51917, 30111, 191764, 169958]",0,"[8117, 9783, 474275, 219328]",617
"[190407, 245788, 330254, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187728, 109536, 327575, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311894, 65150, 451741, 204997]",1,"[69337, 9783, 474275, 219328]",309
"[203289, 230238, 343136, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[19263, 253448, 159110, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[94422, 251902, 234269, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[322173, 243779, 462020, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231079, 192304, 370926, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233354, 75560, 373201, 215407]",1,"[69337, 9783, 474275, 219328]",309
"[95934, 199462, 235781, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229755, 29203, 369602, 169050]",1,"[69337, 9783, 474275, 219328]",309
"[135697, 24738, 275544, 164585]",1,"[69337, 9783, 474275, 219328]",309
"[107923, 15051, 247770, 154898]",1,"[69337, 9783, 474275, 219328]",309
"[74044, 79687, 213891, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116473, 65360, 256320, 205207]",1,"[69337, 9783, 474275, 219328]",309
"[330867, 106947, 470714, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297005, 261731, 436852, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117289, 133243, 257136, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[331413, 44859, 471260, 184706]",1,"[69337, 9783, 474275, 219328]",309
"[122895, 57326, 262742, 197173]",1,"[69337, 9783, 474275, 219328]",309
"[97783, 71972, 237630, 211819]",1,"[69337, 9783, 474275, 219328]",309
"[243595, 26827, 383442, 166674]",1,"[69337, 9783, 474275, 219328]",309
"[45226, 200991, 185073, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[104841, 141696, 244688, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[148954, 322055, 288801, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[230038, 295709, 369885, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65056, 214515, 204903, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[60534, 198057, 200381, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[66328, 177998, 206175, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[198617, 251401, 338464, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234657, 159305, 374504, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98997, 140711, 238844, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329111, 30316, 468958, 170163]",1,"[69337, 9783, 474275, 219328]",309
"[250461, 273781, 390308, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30242, 123375, 170089, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[56435, 57327, 196282, 197174]",0,"[8117, 9783, 474275, 219328]",617
"[264265, 325560, 404112, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187970, 262009, 327817, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[259352, 216690, 399199, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281073, 75363, 420920, 215210]",1,"[69337, 9783, 474275, 219328]",309
"[127573, 248639, 267420, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[205188, 323347, 345035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156613, 307063, 296460, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[203447, 93856, 343294, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[86470, 207665, 226317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127582, 36362, 267429, 176209]",1,"[69337, 9783, 474275, 219328]",309
"[101552, 316282, 241399, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152218, 127650, 292065, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[229453, 207941, 369300, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[84696, 26775, 224543, 166622]",1,"[69337, 9783, 474275, 219328]",309
"[182845, 97884, 322692, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[227952, 299290, 367799, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108316, 189854, 248163, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197188, 141057, 337035, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103667, 140590, 243514, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[64609, 39261, 204456, 179108]",0,"[8117, 9783, 474275, 219328]",617
"[316888, 101798, 456735, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332364, 71367, 472211, 211214]",1,"[69337, 9783, 474275, 219328]",309
"[101167, 201574, 241014, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[178278, 191210, 318125, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48819, 240989, 188666, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[9747, 86733, 149594, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[325185, 305249, 465032, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[254270, 186116, 394117, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[299974, 134489, 439821, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237050, 90132, 376897, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[263701, 228813, 403548, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[196006, 217476, 335853, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[180804, 103094, 320651, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[279356, 71042, 419203, 210889]",1,"[69337, 9783, 474275, 219328]",309
"[166796, 196473, 306643, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107139, 72512, 246986, 212359]",1,"[69337, 9783, 474275, 219328]",309
"[110166, 72968, 250013, 212815]",1,"[69337, 9783, 474275, 219328]",309
"[117505, 16556, 257352, 156403]",1,"[69337, 9783, 474275, 219328]",309
"[19432, 294014, 159279, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[141517, 293602, 281364, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233617, 71705, 373464, 211552]",1,"[69337, 9783, 474275, 219328]",309
"[264138, 45209, 403985, 185056]",1,"[69337, 9783, 474275, 219328]",309
"[61354, 224488, 201201, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[9733, 204258, 149580, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[253874, 248964, 393721, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[92918, 72646, 232765, 212493]",1,"[69337, 9783, 474275, 219328]",309
"[157287, 107727, 297134, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231751, 240491, 371598, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295544, 47269, 435391, 187116]",1,"[69337, 9783, 474275, 219328]",309
"[24675, 302884, 164522, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[237408, 326715, 377255, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242381, 167837, 382228, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[294836, 129982, 434683, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[310721, 157429, 450568, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304387, 43346, 444234, 183193]",1,"[69337, 9783, 474275, 219328]",309
"[210704, 88230, 350551, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[168749, 19597, 308596, 159444]",1,"[69337, 9783, 474275, 219328]",309
"[59630, 269965, 199477, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[48350, 271164, 188197, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144953, 144994, 284800, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21318, 165331, 161165, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[285532, 90487, 425379, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155445, 186001, 295292, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103776, 15046, 243623, 154893]",1,"[69337, 9783, 474275, 219328]",309
"[32863, 92785, 172710, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[192692, 111019, 332539, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18332, 209217, 158179, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[176286, 330505, 316133, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[143498, 225303, 283345, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[140326, 16197, 280173, 156044]",1,"[69337, 9783, 474275, 219328]",309
"[18595, 163017, 158442, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[95737, 262597, 235584, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162143, 317926, 301990, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[325460, 92315, 465307, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[191331, 166105, 331178, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[258025, 14527, 397872, 154374]",1,"[69337, 9783, 474275, 219328]",309
"[323680, 53436, 463527, 193283]",1,"[69337, 9783, 474275, 219328]",309
"[166506, 69256, 306353, 209103]",1,"[69337, 9783, 474275, 219328]",309
"[151231, 182458, 291078, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114565, 33148, 254412, 172995]",1,"[69337, 9783, 474275, 219328]",309
"[67626, 252636, 207473, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[201414, 215316, 341261, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[278500, 309753, 418347, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[155473, 80286, 295320, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[260816, 84597, 400663, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[277372, 61107, 417219, 200954]",1,"[69337, 9783, 474275, 219328]",309
"[101515, 279754, 241362, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[96896, 294990, 236743, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315644, 17477, 455491, 157324]",1,"[69337, 9783, 474275, 219328]",309
"[190435, 124951, 330282, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146550, 232746, 286397, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[200620, 277792, 340467, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[291400, 97720, 431247, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[114593, 93112, 254440, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[141671, 308132, 281518, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305129, 130677, 444976, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[59162, 112603, 199009, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[200476, 255528, 340323, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[281123, 60979, 420970, 200826]",1,"[69337, 9783, 474275, 219328]",309
"[120488, 95566, 260335, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142133, 329916, 281980, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182953, 140045, 322800, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[225716, 328775, 365563, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87784, 197502, 227631, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184041, 201801, 323888, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51973, 278551, 191820, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[232150, 24800, 371997, 164647]",1,"[69337, 9783, 474275, 219328]",309
"[68193, 323675, 208040, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[213324, 254706, 353171, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[297201, 28802, 437048, 168649]",1,"[69337, 9783, 474275, 219328]",309
"[39526, 216594, 179373, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[332953, 275825, 472800, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[154172, 129016, 294019, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[118786, 213305, 258633, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127463, 13730, 267310, 153577]",1,"[69337, 9783, 474275, 219328]",309
"[298880, 192296, 438727, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[91707, 284565, 231554, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202477, 110468, 342324, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305033, 15212, 444880, 155059]",1,"[69337, 9783, 474275, 219328]",309
"[115677, 327951, 255524, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[14092, 52090, 153939, 191937]",0,"[8117, 9783, 474275, 219328]",617
"[288155, 42089, 428002, 181936]",1,"[69337, 9783, 474275, 219328]",309
"[228063, 57124, 367910, 196971]",1,"[69337, 9783, 474275, 219328]",309
"[242010, 66155, 381857, 206002]",1,"[69337, 9783, 474275, 219328]",309
"[186452, 262111, 326299, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[310858, 226046, 450705, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315420, 247217, 455267, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179817, 309710, 319664, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[246361, 213312, 386208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[306488, 100584, 446335, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[290363, 111601, 430210, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[285512, 136859, 425359, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94970, 61798, 234817, 201645]",1,"[69337, 9783, 474275, 219328]",309
"[61081, 271254, 200928, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[286982, 21936, 426829, 161783]",1,"[69337, 9783, 474275, 219328]",309
"[260941, 296038, 400788, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15843, 227264, 155690, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[151664, 242908, 291511, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[289991, 125307, 429838, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282252, 167285, 422099, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[265494, 107144, 405341, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83617, 224146, 223464, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[187328, 192868, 327175, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32603, 290402, 172450, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[209361, 127016, 349208, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[153376, 243293, 293223, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94559, 231896, 234406, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162557, 97034, 302404, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136706, 304115, 276553, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[162969, 284516, 302816, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109312, 245905, 249159, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249815, 21965, 389662, 161812]",1,"[69337, 9783, 474275, 219328]",309
"[52479, 11111, 192326, 150958]",0,"[8117, 9783, 474275, 219328]",617
"[55967, 99963, 195814, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[262271, 173910, 402118, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[15101, 311044, 154948, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[117495, 195452, 257342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[71900, 30034, 211747, 169881]",1,"[69337, 9783, 474275, 219328]",309
"[248817, 111108, 388664, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[34834, 82489, 174681, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[70661, 93813, 210508, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[304469, 53399, 444316, 193246]",1,"[69337, 9783, 474275, 219328]",309
"[76132, 68860, 215979, 208707]",1,"[69337, 9783, 474275, 219328]",309
"[162949, 310461, 302796, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[173360, 73074, 313207, 212921]",1,"[69337, 9783, 474275, 219328]",309
"[81744, 150479, 221591, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309443, 127657, 449290, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[146994, 151291, 286841, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311449, 162261, 451296, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109836, 17040, 249683, 156887]",1,"[69337, 9783, 474275, 219328]",309
"[86173, 165155, 226020, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[65728, 100429, 205575, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[270971, 289062, 410818, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195183, 159578, 335030, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303564, 180375, 443411, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[217200, 252540, 357047, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109329, 291561, 249176, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67592, 9783, 207439, 148830]",0,"[8117, 9783, 474275, 219328]",617
"[119947, 324596, 259794, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103323, 331441, 243170, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329304, 305119, 469151, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184189, 130596, 324036, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302765, 70507, 442612, 210354]",1,"[69337, 9783, 474275, 219328]",309
"[80367, 186997, 220214, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[121006, 249016, 260853, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[330218, 317509, 470065, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[255686, 264064, 395533, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109840, 255429, 249687, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[174625, 58829, 314472, 198676]",1,"[69337, 9783, 474275, 219328]",309
"[42072, 299073, 181919, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[65565, 208259, 205412, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[89973, 239729, 229820, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68398, 61113, 208245, 200960]",0,"[8117, 9783, 474275, 219328]",617
"[138322, 245294, 278169, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[211106, 116496, 350953, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[329655, 227144, 469502, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37270, 138096, 177117, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[101446, 89603, 241293, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[190230, 90742, 330077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68895, 329022, 208742, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[203101, 59237, 342948, 199084]",1,"[69337, 9783, 474275, 219328]",309
"[179821, 75932, 319668, 215779]",1,"[69337, 9783, 474275, 219328]",309
