SRC_exhaustive Query: Large,Depth,BBoxes,Data Size
"[19466, 178514, 159313, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[268539, 137393, 408386, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[198442, 289041, 338289, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181504, 317558, 321351, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[332783, 40508, 472630, 180355]",1,"[69337, 9783, 474275, 219328]",309
"[25990, 124757, 165837, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[239491, 222662, 379338, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[268627, 153245, 408474, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[156248, 321090, 296095, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[53936, 17422, 193783, 157269]",0,"[8117, 9783, 474275, 219328]",617
"[141910, 55264, 281757, 195111]",1,"[69337, 9783, 474275, 219328]",309
"[63530, 132346, 203377, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[286824, 310537, 426671, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177884, 128571, 317731, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94291, 265429, 234138, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[224285, 70205, 364132, 210052]",1,"[69337, 9783, 474275, 219328]",309
"[193402, 32771, 333249, 172618]",1,"[69337, 9783, 474275, 219328]",309
"[57200, 88708, 197047, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[73358, 65405, 213205, 205252]",1,"[69337, 9783, 474275, 219328]",309
"[209217, 262141, 349064, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[210562, 99524, 350409, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175915, 267934, 315762, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21031, 287164, 160878, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[109350, 170132, 249197, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[181119, 317313, 320966, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[133499, 97110, 273346, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[209953, 271967, 349800, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317501, 163309, 457348, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[148662, 62705, 288509, 202552]",1,"[69337, 9783, 474275, 219328]",309
"[212543, 281896, 352390, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188998, 50641, 328845, 190488]",1,"[69337, 9783, 474275, 219328]",309
"[146643, 204236, 286490, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117213, 318865, 257060, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[234179, 189778, 374026, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56346, 9783, 196193, 149145]",0,"[8117, 9783, 474275, 219328]",617
"[258948, 21530, 398795, 161377]",1,"[69337, 9783, 474275, 219328]",309
"[135961, 46408, 275808, 186255]",1,"[69337, 9783, 474275, 219328]",309
"[161686, 67303, 301533, 207150]",1,"[69337, 9783, 474275, 219328]",309
"[304810, 140300, 444657, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[235238, 35668, 375085, 175515]",1,"[69337, 9783, 474275, 219328]",309
"[140582, 63930, 280429, 203777]",1,"[69337, 9783, 474275, 219328]",309
"[310260, 205722, 450107, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[117983, 288417, 257830, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204145, 117790, 343992, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[87959, 247848, 227806, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[44604, 291179, 184451, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[205426, 71948, 345273, 211795]",1,"[69337, 9783, 474275, 219328]",309
"[272239, 103225, 412086, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[280134, 67256, 419981, 207103]",1,"[69337, 9783, 474275, 219328]",309
"[242663, 118270, 382510, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[99499, 172096, 239346, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[90527, 322045, 230374, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[10306, 165180, 150153, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[236636, 226013, 376483, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[32229, 108884, 172076, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[302793, 46753, 442640, 186600]",1,"[69337, 9783, 474275, 219328]",309
"[268121, 102108, 407968, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[128662, 248987, 268509, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250254, 14723, 390101, 154570]",1,"[69337, 9783, 474275, 219328]",309
"[214179, 66802, 354026, 206649]",1,"[69337, 9783, 474275, 219328]",309
"[145568, 120665, 285415, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315223, 210857, 455070, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[106649, 54654, 246496, 194501]",1,"[69337, 9783, 474275, 219328]",309
"[60975, 70862, 200822, 210709]",0,"[8117, 9783, 474275, 219328]",617
"[219884, 117017, 359731, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[171818, 15904, 311665, 155751]",1,"[69337, 9783, 474275, 219328]",309
"[69019, 198282, 208866, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[284996, 123379, 424843, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305046, 23487, 444893, 163334]",1,"[69337, 9783, 474275, 219328]",309
"[212825, 27988, 352672, 167835]",1,"[69337, 9783, 474275, 219328]",309
"[80375, 62508, 220222, 202355]",1,"[69337, 9783, 474275, 219328]",309
"[80243, 47825, 220090, 187672]",1,"[69337, 9783, 474275, 219328]",309
"[241916, 200819, 381763, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[121324, 334216, 261171, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[94571, 148481, 234418, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[50748, 226510, 190595, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[176265, 160556, 316112, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[172738, 305922, 312585, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[295652, 68329, 435499, 208176]",1,"[69337, 9783, 474275, 219328]",309
"[133816, 107814, 273663, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221003, 222821, 360850, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[82353, 321254, 222200, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48497, 133725, 188344, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[124950, 161542, 264797, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[236420, 159624, 376267, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[223001, 34115, 362848, 173962]",1,"[69337, 9783, 474275, 219328]",309
"[40849, 214061, 180696, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[213475, 155130, 353322, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[21766, 219149, 161613, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[61584, 11395, 201431, 151242]",0,"[8117, 9783, 474275, 219328]",617
"[67317, 303579, 207164, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[18746, 157680, 158593, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[31270, 18174, 171117, 158021]",0,"[8117, 9783, 474275, 219328]",617
"[209099, 297809, 348946, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[333371, 302855, 473218, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[83175, 264012, 223022, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[57637, 55779, 197484, 195626]",0,"[8117, 9783, 474275, 219328]",617
"[308450, 33928, 448297, 173775]",1,"[69337, 9783, 474275, 219328]",309
"[222227, 115656, 362074, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137784, 131963, 277631, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[8174, 46070, 148021, 185917]",0,"[8117, 9783, 474275, 219328]",617
"[57795, 122347, 197642, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[118122, 238673, 257969, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[202952, 290583, 342799, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[186010, 190835, 325857, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[328107, 13608, 467954, 153455]",1,"[69337, 9783, 474275, 219328]",309
"[236132, 212011, 375979, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[206851, 319332, 346698, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261644, 226332, 401491, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179610, 87921, 319457, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11905, 122131, 151752, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[117843, 219035, 257690, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[216450, 76440, 356297, 216287]",1,"[69337, 9783, 474275, 219328]",309
"[265090, 148190, 404937, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302590, 291885, 442437, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[31515, 226606, 171362, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[178261, 107139, 318108, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[17122, 225562, 156969, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[177218, 101347, 317065, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[68991, 134621, 208838, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[174552, 215220, 314399, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[175035, 174106, 314882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[103951, 110430, 243798, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315983, 138368, 455830, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[204854, 65237, 344701, 205084]",1,"[69337, 9783, 474275, 219328]",309
"[210290, 318070, 350137, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302495, 320773, 442342, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[137988, 165211, 277835, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[12311, 104139, 152158, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[316213, 165890, 456060, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197939, 177223, 337786, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274909, 184508, 414756, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[317923, 222597, 457770, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[239789, 104019, 379636, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[190972, 53025, 330819, 192872]",1,"[69337, 9783, 474275, 219328]",309
"[137779, 199692, 277626, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[197858, 112963, 337705, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28549, 179127, 168396, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[278445, 57506, 418292, 197353]",1,"[69337, 9783, 474275, 219328]",309
"[204598, 139907, 344445, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305220, 20689, 445067, 160536]",1,"[69337, 9783, 474275, 219328]",309
"[52573, 152807, 192420, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[79091, 238711, 218938, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152799, 162721, 292646, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[46525, 289047, 186372, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[48601, 319813, 188448, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[81220, 315931, 221067, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[70938, 42434, 210785, 182281]",1,"[69337, 9783, 474275, 219328]",309
"[287087, 136328, 426934, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[320420, 37451, 460267, 177298]",1,"[69337, 9783, 474275, 219328]",309
"[76230, 302769, 216077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[184496, 58517, 324343, 198364]",1,"[69337, 9783, 474275, 219328]",309
"[48038, 81767, 187885, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[310454, 99870, 450301, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[191519, 78356, 331366, 218203]",1,"[69337, 9783, 474275, 219328]",309
"[144713, 284980, 284560, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[256808, 153706, 396655, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[136246, 290201, 276093, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[9885, 162565, 149732, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[120423, 191181, 260270, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[110569, 208734, 250416, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[266789, 179809, 406636, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[142020, 14812, 281867, 154659]",1,"[69337, 9783, 474275, 219328]",309
"[320184, 84167, 460031, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[147139, 128939, 286986, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[167555, 165341, 307402, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[81739, 137861, 221586, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[178396, 87673, 318243, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[302200, 53446, 442047, 193293]",1,"[69337, 9783, 474275, 219328]",309
"[64391, 270051, 204238, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[185035, 330156, 324882, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[52940, 130392, 192787, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[162332, 92149, 302179, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[28986, 152683, 168833, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[16129, 22181, 155976, 162028]",0,"[8117, 9783, 474275, 219328]",617
"[49455, 169226, 189302, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144010, 174835, 283857, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[231551, 227832, 371398, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[79203, 328441, 219050, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284991, 67548, 424838, 207395]",1,"[69337, 9783, 474275, 219328]",309
"[319542, 226155, 459389, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[243916, 195713, 383763, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[166123, 307227, 305970, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[257669, 61789, 397516, 201636]",1,"[69337, 9783, 474275, 219328]",309
"[240916, 231605, 380763, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67113, 237345, 206960, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[63149, 168220, 202996, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[241629, 147272, 381476, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[95403, 212937, 235250, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[324295, 77090, 464142, 216937]",1,"[69337, 9783, 474275, 219328]",309
"[306003, 222057, 445850, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[108468, 80425, 248315, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[92774, 279342, 232621, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[56865, 128592, 196712, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[110411, 200295, 250258, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[164280, 163581, 304127, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249210, 265902, 389057, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[271337, 321347, 411184, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29825, 187432, 169672, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[153528, 162263, 293375, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[233574, 299091, 373421, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[270104, 315864, 409951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[18520, 155994, 158367, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[231424, 17999, 371271, 157846]",1,"[69337, 9783, 474275, 219328]",309
"[109520, 49385, 249367, 189232]",1,"[69337, 9783, 474275, 219328]",309
"[134115, 157872, 273962, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[274117, 125989, 413964, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20378, 226040, 160225, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[52186, 317495, 192033, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[286470, 125442, 426317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[51510, 146269, 191357, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[59363, 312199, 199210, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[208125, 205786, 347972, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72312, 242501, 212159, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[53632, 15688, 193479, 155535]",0,"[8117, 9783, 474275, 219328]",617
"[149242, 93587, 289089, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[195888, 268743, 335735, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[131861, 119307, 271708, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[161616, 192732, 301463, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[109104, 87203, 248951, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[85796, 268811, 225643, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[119708, 267054, 259555, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[104793, 88394, 244640, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[179385, 151621, 319232, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[16288, 89594, 156135, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[144938, 48094, 284785, 187941]",1,"[69337, 9783, 474275, 219328]",309
"[237673, 275374, 377520, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[288440, 134997, 428287, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[230606, 133649, 370453, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[242713, 290351, 382560, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[38135, 201234, 177982, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[63674, 231805, 203521, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[153530, 305803, 293377, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[311432, 42914, 451279, 182761]",1,"[69337, 9783, 474275, 219328]",309
"[269582, 191595, 409429, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[107338, 53502, 247185, 193349]",1,"[69337, 9783, 474275, 219328]",309
"[105033, 44067, 244880, 183914]",1,"[69337, 9783, 474275, 219328]",309
"[24488, 235747, 164335, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[72962, 187130, 212809, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[318897, 177332, 458744, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[67710, 90928, 207557, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[181730, 165581, 321577, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[286571, 67234, 426418, 207081]",1,"[69337, 9783, 474275, 219328]",309
"[293556, 79019, 433403, 218866]",1,"[69337, 9783, 474275, 219328]",309
"[188198, 224803, 328045, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[105652, 84315, 245499, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30348, 185442, 170195, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[168293, 113066, 308140, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[139031, 158061, 278878, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[237764, 10812, 377611, 150659]",1,"[69337, 9783, 474275, 219328]",309
"[280267, 140445, 420114, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[287108, 71768, 426955, 211615]",1,"[69337, 9783, 474275, 219328]",309
"[334352, 15008, 474199, 154855]",1,"[69337, 9783, 474275, 219328]",309
"[116664, 105076, 256511, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[307608, 221930, 447455, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[20932, 76679, 160779, 216526]",0,"[8117, 9783, 474275, 219328]",617
"[244866, 220976, 384713, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[240127, 274706, 379974, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249478, 175418, 389325, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[282074, 237997, 421921, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[261498, 54600, 401345, 194447]",1,"[69337, 9783, 474275, 219328]",309
"[150219, 42143, 290066, 181990]",1,"[69337, 9783, 474275, 219328]",309
"[232819, 110846, 372666, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[49761, 51940, 189608, 191787]",0,"[8117, 9783, 474275, 219328]",617
"[191593, 52380, 331440, 192227]",1,"[69337, 9783, 474275, 219328]",309
"[209749, 214111, 349596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[226491, 106973, 366338, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[188136, 266657, 327983, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[30381, 173461, 170228, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[271369, 78045, 411216, 217892]",1,"[69337, 9783, 474275, 219328]",309
"[168448, 162353, 308295, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[309007, 13087, 448854, 152934]",1,"[69337, 9783, 474275, 219328]",309
"[76168, 37646, 216015, 177493]",1,"[69337, 9783, 474275, 219328]",309
"[96027, 297178, 235874, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[152117, 177941, 291964, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[219490, 324102, 359337, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[140075, 220051, 279922, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[127999, 110813, 267846, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[182167, 260972, 322014, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[177609, 101116, 317456, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24032, 149975, 163879, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[85671, 151402, 225518, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[125230, 277194, 265077, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[315660, 220517, 455507, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[72590, 228363, 212437, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[249031, 239148, 388878, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221471, 225171, 361318, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[54498, 12316, 194345, 152163]",0,"[8117, 9783, 474275, 219328]",617
"[118811, 170061, 258658, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[11066, 128695, 150913, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[313315, 77358, 453162, 217205]",1,"[69337, 9783, 474275, 219328]",309
"[102942, 206030, 242789, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98121, 113516, 237968, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[230537, 285702, 370384, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[29214, 101786, 169061, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[17161, 25131, 157008, 164978]",0,"[8117, 9783, 474275, 219328]",617
"[324990, 77932, 464837, 217779]",1,"[69337, 9783, 474275, 219328]",309
"[153290, 154472, 293137, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[149401, 321362, 289248, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222161, 112151, 362008, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[48554, 51871, 188401, 191718]",0,"[8117, 9783, 474275, 219328]",617
"[19840, 165623, 159687, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[122749, 290074, 262596, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[284201, 17488, 424048, 157335]",1,"[69337, 9783, 474275, 219328]",309
"[178882, 285095, 318729, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[41132, 287084, 180979, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[177441, 128026, 317288, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[328125, 290872, 467972, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[45750, 242094, 185597, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[262028, 259447, 401875, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[298376, 309026, 438223, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[305066, 237773, 444913, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[303825, 310792, 443672, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[250922, 132748, 390769, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[312243, 64638, 452090, 204485]",1,"[69337, 9783, 474275, 219328]",309
"[293470, 295426, 433317, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[33227, 319518, 173074, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[28298, 37610, 168145, 177457]",0,"[8117, 9783, 474275, 219328]",617
"[231153, 324551, 371000, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[222685, 259794, 362532, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116512, 20787, 256359, 160634]",1,"[69337, 9783, 474275, 219328]",309
"[177194, 10439, 317041, 150286]",1,"[69337, 9783, 474275, 219328]",309
"[237272, 317509, 377119, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[116752, 267335, 256599, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[314870, 55589, 454717, 195436]",1,"[69337, 9783, 474275, 219328]",309
"[307686, 63312, 447533, 203159]",1,"[69337, 9783, 474275, 219328]",309
"[153634, 332537, 293481, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[221807, 75700, 361654, 215547]",1,"[69337, 9783, 474275, 219328]",309
"[157272, 108060, 297119, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[24196, 103202, 164043, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[234977, 296064, 374824, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[122957, 204556, 262804, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[37702, 83290, 177549, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[216683, 247307, 356530, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[214932, 61116, 354779, 200963]",1,"[69337, 9783, 474275, 219328]",309
"[209229, 165797, 349076, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[39605, 150862, 179452, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[128333, 82326, 268180, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[207643, 311113, 347490, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[98640, 176908, 238487, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[123191, 275271, 263038, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[40222, 199675, 180069, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[218433, 224727, 358280, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[22886, 132544, 162733, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[46686, 203196, 186533, 219328]",0,"[8117, 9783, 474275, 219328]",617
"[93155, 264614, 233002, 219328]",1,"[69337, 9783, 474275, 219328]",309
"[292096, 60326, 431943, 200173]",1,"[69337, 9783, 474275, 219328]",309
"[293078, 59618, 432925, 199465]",1,"[69337, 9783, 474275, 219328]",309
"[260111, 281645, 399958, 219328]",1,"[69337, 9783, 474275, 219328]",309
