,BBOX,Depth,parent
867,"[8, 6, 10, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA638170>, <__main__.DAGTree object at 0x0000021CEA638410>]"
868,"[8, 6, 10, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBB90>, <__main__.DAGTree object at 0x0000021CEA638200>]"
869,"[8, 7, 10, 9]",6,[<__main__.DAGTree object at 0x0000021CEA638200>]
870,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
871,"[9, 6, 11, 10]",5,[<__main__.DAGTree object at 0x0000021CEA638410>]
872,"[9, 6, 11, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFB0>, <__main__.DAGTree object at 0x0000021CEA638470>]"
873,"[9, 7, 11, 9]",6,[<__main__.DAGTree object at 0x0000021CEA638470>]
874,"[9, 8, 11, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638470>, <__main__.DAGTree object at 0x0000021CEA638590>]"
875,"[10, 6, 12, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA638410>, <__main__.DAGTree object at 0x0000021CEA639640>]"
876,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
877,"[10, 7, 12, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6384A0>]
878,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
879,"[8, 8, 12, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA638140>, <__main__.DAGTree object at 0x0000021CEA6386E0>]"
880,"[8, 8, 10, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA6381A0>, <__main__.DAGTree object at 0x0000021CEA638440>]"
881,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
882,"[8, 9, 10, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638320>]
883,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
884,"[9, 8, 11, 12]",5,[<__main__.DAGTree object at 0x0000021CEA638440>]
885,"[9, 8, 11, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638470>, <__main__.DAGTree object at 0x0000021CEA638590>]"
886,"[9, 9, 11, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638590>]
887,"[9, 10, 11, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638590>, <__main__.DAGTree object at 0x0000021CEA638A10>]"
888,"[10, 8, 12, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA638440>, <__main__.DAGTree object at 0x0000021CEA639670>]"
889,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
890,"[10, 9, 12, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6385C0>]
891,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
892,"[10, 4, 14, 12]",3,[<__main__.DAGTree object at 0x0000021CEA638CB0>]
893,"[10, 4, 14, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA638CE0>, <__main__.DAGTree object at 0x0000021CEA6395E0>]"
894,"[10, 4, 12, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA5FBCB0>, <__main__.DAGTree object at 0x0000021CEA638D70>]"
895,"[10, 4, 12, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBEC0>, <__main__.DAGTree object at 0x0000021CEA5FBFE0>]"
896,"[10, 5, 12, 7]",6,[<__main__.DAGTree object at 0x0000021CEA5FBFE0>]
897,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
898,"[11, 4, 13, 8]",5,[<__main__.DAGTree object at 0x0000021CEA638D70>]
899,"[11, 4, 13, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F50>, <__main__.DAGTree object at 0x0000021CEA639070>]"
900,"[11, 5, 13, 7]",6,[<__main__.DAGTree object at 0x0000021CEA639070>]
901,"[11, 6, 13, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA639070>, <__main__.DAGTree object at 0x0000021CEA6396A0>]"
902,"[12, 4, 14, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA638D70>, <__main__.DAGTree object at 0x0000021CEA6391C0>]"
903,"[12, 4, 14, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F80>, <__main__.DAGTree object at 0x0000021CEA6390A0>]"
904,"[12, 5, 14, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6390A0>]
905,"[12, 6, 14, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6390A0>, <__main__.DAGTree object at 0x0000021CEA6396D0>]"
906,"[10, 6, 14, 10]",4,[<__main__.DAGTree object at 0x0000021CEA6395E0>]
907,"[10, 6, 12, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA638410>, <__main__.DAGTree object at 0x0000021CEA639640>]"
908,"[10, 6, 12, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA5FBFE0>, <__main__.DAGTree object at 0x0000021CEA6384A0>]"
909,"[10, 7, 12, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6384A0>]
910,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
911,"[11, 6, 13, 10]",5,[<__main__.DAGTree object at 0x0000021CEA639640>]
912,"[11, 6, 13, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA639070>, <__main__.DAGTree object at 0x0000021CEA6396A0>]"
913,"[11, 7, 13, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6396A0>]
914,"[11, 8, 13, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396A0>, <__main__.DAGTree object at 0x0000021CEA6397C0>]"
915,"[12, 6, 14, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA639640>, <__main__.DAGTree object at 0x0000021CEA6398E0>]"
916,"[12, 6, 14, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6390A0>, <__main__.DAGTree object at 0x0000021CEA6396D0>]"
917,"[12, 7, 14, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6396D0>]
918,"[12, 8, 14, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396D0>, <__main__.DAGTree object at 0x0000021CEA6397F0>]"
919,"[10, 8, 14, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA6395E0>, <__main__.DAGTree object at 0x0000021CEA639B80>]"
920,"[10, 8, 12, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA638440>, <__main__.DAGTree object at 0x0000021CEA639670>]"
921,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
922,"[10, 9, 12, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6385C0>]
923,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
924,"[11, 8, 13, 12]",5,[<__main__.DAGTree object at 0x0000021CEA639670>]
925,"[11, 8, 13, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396A0>, <__main__.DAGTree object at 0x0000021CEA6397C0>]"
926,"[11, 9, 13, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6397C0>]
927,"[11, 10, 13, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397C0>, <__main__.DAGTree object at 0x0000021CEA639C40>]"
928,"[12, 8, 14, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA639670>, <__main__.DAGTree object at 0x0000021CEA639910>]"
929,"[12, 8, 14, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396D0>, <__main__.DAGTree object at 0x0000021CEA6397F0>]"
930,"[12, 9, 14, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6397F0>]
931,"[12, 10, 14, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397F0>, <__main__.DAGTree object at 0x0000021CEA639C70>]"
932,"[12, 4, 16, 12]",3,[<__main__.DAGTree object at 0x0000021CEA638CB0>]
933,"[12, 4, 16, 8]",4,"[<__main__.DAGTree object at 0x0000021CEA638D10>, <__main__.DAGTree object at 0x0000021CEA639610>]"
934,"[12, 4, 14, 8]",5,"[<__main__.DAGTree object at 0x0000021CEA638D70>, <__main__.DAGTree object at 0x0000021CEA6391C0>]"
935,"[12, 4, 14, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA638F80>, <__main__.DAGTree object at 0x0000021CEA6390A0>]"
936,"[12, 5, 14, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6390A0>]
937,"[12, 6, 14, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6390A0>, <__main__.DAGTree object at 0x0000021CEA6396D0>]"
938,"[13, 4, 15, 8]",5,[<__main__.DAGTree object at 0x0000021CEA6391C0>]
939,"[13, 4, 15, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA6393A0>, <__main__.DAGTree object at 0x0000021CEA6394C0>]"
940,"[13, 5, 15, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6394C0>]
941,"[13, 6, 15, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6394C0>, <__main__.DAGTree object at 0x0000021CEA639940>]"
942,"[14, 4, 16, 8]",5,[<__main__.DAGTree object at 0x0000021CEA6391C0>]
943,"[14, 4, 16, 6]",6,"[<__main__.DAGTree object at 0x0000021CEA6393D0>, <__main__.DAGTree object at 0x0000021CEA6394F0>]"
944,"[14, 5, 16, 7]",6,[<__main__.DAGTree object at 0x0000021CEA6394F0>]
945,"[14, 6, 16, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6394F0>, <__main__.DAGTree object at 0x0000021CEA639970>]"
946,"[12, 6, 16, 10]",4,[<__main__.DAGTree object at 0x0000021CEA639610>]
947,"[12, 6, 14, 10]",5,"[<__main__.DAGTree object at 0x0000021CEA639640>, <__main__.DAGTree object at 0x0000021CEA6398E0>]"
948,"[12, 6, 14, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6390A0>, <__main__.DAGTree object at 0x0000021CEA6396D0>]"
949,"[12, 7, 14, 9]",6,[<__main__.DAGTree object at 0x0000021CEA6396D0>]
950,"[12, 8, 14, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396D0>, <__main__.DAGTree object at 0x0000021CEA6397F0>]"
951,"[13, 6, 15, 10]",5,[<__main__.DAGTree object at 0x0000021CEA6398E0>]
952,"[13, 6, 15, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6394C0>, <__main__.DAGTree object at 0x0000021CEA639940>]"
953,"[13, 7, 15, 9]",6,[<__main__.DAGTree object at 0x0000021CEA639940>]
954,"[13, 8, 15, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA639940>, <__main__.DAGTree object at 0x0000021CEA639A60>]"
955,"[14, 6, 16, 10]",5,[<__main__.DAGTree object at 0x0000021CEA6398E0>]
956,"[14, 6, 16, 8]",6,"[<__main__.DAGTree object at 0x0000021CEA6394F0>, <__main__.DAGTree object at 0x0000021CEA639970>]"
957,"[14, 7, 16, 9]",6,[<__main__.DAGTree object at 0x0000021CEA639970>]
958,"[14, 8, 16, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA639970>, <__main__.DAGTree object at 0x0000021CEA639A90>]"
959,"[12, 8, 16, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA639610>, <__main__.DAGTree object at 0x0000021CEA639BB0>]"
960,"[12, 8, 14, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA639670>, <__main__.DAGTree object at 0x0000021CEA639910>]"
961,"[12, 8, 14, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396D0>, <__main__.DAGTree object at 0x0000021CEA6397F0>]"
962,"[12, 9, 14, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6397F0>]
963,"[12, 10, 14, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397F0>, <__main__.DAGTree object at 0x0000021CEA639C70>]"
964,"[13, 8, 15, 12]",5,[<__main__.DAGTree object at 0x0000021CEA639910>]
965,"[13, 8, 15, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA639940>, <__main__.DAGTree object at 0x0000021CEA639A60>]"
966,"[13, 9, 15, 11]",6,[<__main__.DAGTree object at 0x0000021CEA639A60>]
967,"[13, 10, 15, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA639A60>, <__main__.DAGTree object at 0x0000021CEA639EE0>]"
968,"[14, 8, 16, 12]",5,[<__main__.DAGTree object at 0x0000021CEA639910>]
969,"[14, 8, 16, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA639970>, <__main__.DAGTree object at 0x0000021CEA639A90>]"
970,"[14, 9, 16, 11]",6,[<__main__.DAGTree object at 0x0000021CEA639A90>]
971,"[14, 10, 16, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA639A90>, <__main__.DAGTree object at 0x0000021CEA639F10>]"
972,"[8, 8, 16, 16]",2,[<__main__.DAGTree object at 0x0000021CE851F410>]
973,"[8, 8, 12, 16]",3,"[<__main__.DAGTree object at 0x0000021CEA5FB770>, <__main__.DAGTree object at 0x0000021CEA638C80>]"
974,"[8, 8, 12, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA638140>, <__main__.DAGTree object at 0x0000021CEA6386E0>]"
975,"[8, 8, 10, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA6381A0>, <__main__.DAGTree object at 0x0000021CEA638440>]"
976,"[8, 8, 10, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638200>, <__main__.DAGTree object at 0x0000021CEA638320>]"
977,"[8, 9, 10, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638320>]
978,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
979,"[9, 8, 11, 12]",5,[<__main__.DAGTree object at 0x0000021CEA638440>]
980,"[9, 8, 11, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA638470>, <__main__.DAGTree object at 0x0000021CEA638590>]"
981,"[9, 9, 11, 11]",6,[<__main__.DAGTree object at 0x0000021CEA638590>]
982,"[9, 10, 11, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638590>, <__main__.DAGTree object at 0x0000021CEA638A10>]"
983,"[10, 8, 12, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA638440>, <__main__.DAGTree object at 0x0000021CEA639670>]"
984,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
985,"[10, 9, 12, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6385C0>]
986,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
987,"[8, 10, 12, 14]",4,[<__main__.DAGTree object at 0x0000021CEA6386E0>]
988,"[8, 10, 10, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA638710>, <__main__.DAGTree object at 0x0000021CEA6389B0>]"
989,"[8, 10, 10, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638320>, <__main__.DAGTree object at 0x0000021CEA6387A0>]"
990,"[8, 11, 10, 13]",6,[<__main__.DAGTree object at 0x0000021CEA6387A0>]
991,"[8, 12, 10, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA6387A0>, <__main__.DAGTree object at 0x0000021CEA6388C0>]"
992,"[9, 10, 11, 14]",5,[<__main__.DAGTree object at 0x0000021CEA6389B0>]
993,"[9, 10, 11, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA638590>, <__main__.DAGTree object at 0x0000021CEA638A10>]"
994,"[9, 11, 11, 13]",6,[<__main__.DAGTree object at 0x0000021CEA638A10>]
995,"[9, 12, 11, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A10>, <__main__.DAGTree object at 0x0000021CEA638B30>]"
996,"[10, 10, 12, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA6389B0>, <__main__.DAGTree object at 0x0000021CEA639BE0>]"
997,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
998,"[10, 11, 12, 13]",6,[<__main__.DAGTree object at 0x0000021CEA638A40>]
999,"[10, 12, 12, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A40>, <__main__.DAGTree object at 0x0000021CEA638B60>]"
1000,"[8, 12, 12, 16]",4,[<__main__.DAGTree object at 0x0000021CEA6386E0>]
1001,"[8, 12, 10, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA638740>, <__main__.DAGTree object at 0x0000021CEA6389E0>]"
1002,"[8, 12, 10, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA6387A0>, <__main__.DAGTree object at 0x0000021CEA6388C0>]"
1003,"[8, 13, 10, 15]",6,[<__main__.DAGTree object at 0x0000021CEA6388C0>]
1004,"[8, 14, 10, 16]",6,[<__main__.DAGTree object at 0x0000021CEA6388C0>]
1005,"[9, 12, 11, 16]",5,[<__main__.DAGTree object at 0x0000021CEA6389E0>]
1006,"[9, 12, 11, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A10>, <__main__.DAGTree object at 0x0000021CEA638B30>]"
1007,"[9, 13, 11, 15]",6,[<__main__.DAGTree object at 0x0000021CEA638B30>]
1008,"[9, 14, 11, 16]",6,[<__main__.DAGTree object at 0x0000021CEA638B30>]
1009,"[10, 12, 12, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA6389E0>, <__main__.DAGTree object at 0x0000021CEA639C10>]"
1010,"[10, 12, 12, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A40>, <__main__.DAGTree object at 0x0000021CEA638B60>]"
1011,"[10, 13, 12, 15]",6,[<__main__.DAGTree object at 0x0000021CEA638B60>]
1012,"[10, 14, 12, 16]",6,[<__main__.DAGTree object at 0x0000021CEA638B60>]
1013,"[10, 8, 14, 16]",3,[<__main__.DAGTree object at 0x0000021CEA638C80>]
1014,"[10, 8, 14, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA6395E0>, <__main__.DAGTree object at 0x0000021CEA639B80>]"
1015,"[10, 8, 12, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA638440>, <__main__.DAGTree object at 0x0000021CEA639670>]"
1016,"[10, 8, 12, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6384A0>, <__main__.DAGTree object at 0x0000021CEA6385C0>]"
1017,"[10, 9, 12, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6385C0>]
1018,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
1019,"[11, 8, 13, 12]",5,[<__main__.DAGTree object at 0x0000021CEA639670>]
1020,"[11, 8, 13, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396A0>, <__main__.DAGTree object at 0x0000021CEA6397C0>]"
1021,"[11, 9, 13, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6397C0>]
1022,"[11, 10, 13, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397C0>, <__main__.DAGTree object at 0x0000021CEA639C40>]"
1023,"[12, 8, 14, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA639670>, <__main__.DAGTree object at 0x0000021CEA639910>]"
1024,"[12, 8, 14, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396D0>, <__main__.DAGTree object at 0x0000021CEA6397F0>]"
1025,"[12, 9, 14, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6397F0>]
1026,"[12, 10, 14, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397F0>, <__main__.DAGTree object at 0x0000021CEA639C70>]"
1027,"[10, 10, 14, 14]",4,[<__main__.DAGTree object at 0x0000021CEA639B80>]
1028,"[10, 10, 12, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA6389B0>, <__main__.DAGTree object at 0x0000021CEA639BE0>]"
1029,"[10, 10, 12, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6385C0>, <__main__.DAGTree object at 0x0000021CEA638A40>]"
1030,"[10, 11, 12, 13]",6,[<__main__.DAGTree object at 0x0000021CEA638A40>]
1031,"[10, 12, 12, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A40>, <__main__.DAGTree object at 0x0000021CEA638B60>]"
1032,"[11, 10, 13, 14]",5,[<__main__.DAGTree object at 0x0000021CEA639BE0>]
1033,"[11, 10, 13, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397C0>, <__main__.DAGTree object at 0x0000021CEA639C40>]"
1034,"[11, 11, 13, 13]",6,[<__main__.DAGTree object at 0x0000021CEA639C40>]
1035,"[11, 12, 13, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639C40>, <__main__.DAGTree object at 0x0000021CEA639D60>]"
1036,"[12, 10, 14, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA639BE0>, <__main__.DAGTree object at 0x0000021CEA639E80>]"
1037,"[12, 10, 14, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397F0>, <__main__.DAGTree object at 0x0000021CEA639C70>]"
1038,"[12, 11, 14, 13]",6,[<__main__.DAGTree object at 0x0000021CEA639C70>]
1039,"[12, 12, 14, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639C70>, <__main__.DAGTree object at 0x0000021CEA639D90>]"
1040,"[10, 12, 14, 16]",4,[<__main__.DAGTree object at 0x0000021CEA639B80>]
1041,"[10, 12, 12, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA6389E0>, <__main__.DAGTree object at 0x0000021CEA639C10>]"
1042,"[10, 12, 12, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA638A40>, <__main__.DAGTree object at 0x0000021CEA638B60>]"
1043,"[10, 13, 12, 15]",6,[<__main__.DAGTree object at 0x0000021CEA638B60>]
1044,"[10, 14, 12, 16]",6,[<__main__.DAGTree object at 0x0000021CEA638B60>]
1045,"[11, 12, 13, 16]",5,[<__main__.DAGTree object at 0x0000021CEA639C10>]
1046,"[11, 12, 13, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639C40>, <__main__.DAGTree object at 0x0000021CEA639D60>]"
1047,"[11, 13, 13, 15]",6,[<__main__.DAGTree object at 0x0000021CEA639D60>]
1048,"[11, 14, 13, 16]",6,[<__main__.DAGTree object at 0x0000021CEA639D60>]
1049,"[12, 12, 14, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA639C10>, <__main__.DAGTree object at 0x0000021CEA639EB0>]"
1050,"[12, 12, 14, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639C70>, <__main__.DAGTree object at 0x0000021CEA639D90>]"
1051,"[12, 13, 14, 15]",6,[<__main__.DAGTree object at 0x0000021CEA639D90>]
1052,"[12, 14, 14, 16]",6,[<__main__.DAGTree object at 0x0000021CEA639D90>]
1053,"[12, 8, 16, 16]",3,[<__main__.DAGTree object at 0x0000021CEA638C80>]
1054,"[12, 8, 16, 12]",4,"[<__main__.DAGTree object at 0x0000021CEA639610>, <__main__.DAGTree object at 0x0000021CEA639BB0>]"
1055,"[12, 8, 14, 12]",5,"[<__main__.DAGTree object at 0x0000021CEA639670>, <__main__.DAGTree object at 0x0000021CEA639910>]"
1056,"[12, 8, 14, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA6396D0>, <__main__.DAGTree object at 0x0000021CEA6397F0>]"
1057,"[12, 9, 14, 11]",6,[<__main__.DAGTree object at 0x0000021CEA6397F0>]
1058,"[12, 10, 14, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397F0>, <__main__.DAGTree object at 0x0000021CEA639C70>]"
1059,"[13, 8, 15, 12]",5,[<__main__.DAGTree object at 0x0000021CEA639910>]
1060,"[13, 8, 15, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA639940>, <__main__.DAGTree object at 0x0000021CEA639A60>]"
1061,"[13, 9, 15, 11]",6,[<__main__.DAGTree object at 0x0000021CEA639A60>]
1062,"[13, 10, 15, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA639A60>, <__main__.DAGTree object at 0x0000021CEA639EE0>]"
1063,"[14, 8, 16, 12]",5,[<__main__.DAGTree object at 0x0000021CEA639910>]
1064,"[14, 8, 16, 10]",6,"[<__main__.DAGTree object at 0x0000021CEA639970>, <__main__.DAGTree object at 0x0000021CEA639A90>]"
1065,"[14, 9, 16, 11]",6,[<__main__.DAGTree object at 0x0000021CEA639A90>]
1066,"[14, 10, 16, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA639A90>, <__main__.DAGTree object at 0x0000021CEA639F10>]"
1067,"[12, 10, 16, 14]",4,[<__main__.DAGTree object at 0x0000021CEA639BB0>]
1068,"[12, 10, 14, 14]",5,"[<__main__.DAGTree object at 0x0000021CEA639BE0>, <__main__.DAGTree object at 0x0000021CEA639E80>]"
1069,"[12, 10, 14, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA6397F0>, <__main__.DAGTree object at 0x0000021CEA639C70>]"
1070,"[12, 11, 14, 13]",6,[<__main__.DAGTree object at 0x0000021CEA639C70>]
1071,"[12, 12, 14, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639C70>, <__main__.DAGTree object at 0x0000021CEA639D90>]"
1072,"[13, 10, 15, 14]",5,[<__main__.DAGTree object at 0x0000021CEA639E80>]
1073,"[13, 10, 15, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA639A60>, <__main__.DAGTree object at 0x0000021CEA639EE0>]"
1074,"[13, 11, 15, 13]",6,[<__main__.DAGTree object at 0x0000021CEA639EE0>]
1075,"[13, 12, 15, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639EE0>, <__main__.DAGTree object at 0x0000021CEA63A000>]"
1076,"[14, 10, 16, 14]",5,[<__main__.DAGTree object at 0x0000021CEA639E80>]
1077,"[14, 10, 16, 12]",6,"[<__main__.DAGTree object at 0x0000021CEA639A90>, <__main__.DAGTree object at 0x0000021CEA639F10>]"
1078,"[14, 11, 16, 13]",6,[<__main__.DAGTree object at 0x0000021CEA639F10>]
1079,"[14, 12, 16, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639F10>, <__main__.DAGTree object at 0x0000021CEA63A030>]"
1080,"[12, 12, 16, 16]",4,[<__main__.DAGTree object at 0x0000021CEA639BB0>]
1081,"[12, 12, 14, 16]",5,"[<__main__.DAGTree object at 0x0000021CEA639C10>, <__main__.DAGTree object at 0x0000021CEA639EB0>]"
1082,"[12, 12, 14, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639C70>, <__main__.DAGTree object at 0x0000021CEA639D90>]"
1083,"[12, 13, 14, 15]",6,[<__main__.DAGTree object at 0x0000021CEA639D90>]
1084,"[12, 14, 14, 16]",6,[<__main__.DAGTree object at 0x0000021CEA639D90>]
1085,"[13, 12, 15, 16]",5,[<__main__.DAGTree object at 0x0000021CEA639EB0>]
1086,"[13, 12, 15, 14]",6,"[<__main__.DAGTree object at 0x0000021CEA639EE0>, <__main__.DAGTree object at 0x0000021CEA63A000>]"
1087,"[13, 13, 15, 15]",6,[<__main__.DAGTree object at 0x0000021CEA63A000>]
