SRC_exhaustive Query: Medium,Depth,BBoxes,Data Size
"[34, 37, 46, 49]",3,"[32, 32, 48, 64]",512
"[19, 10, 31, 22]",4,"[16, 8, 32, 24]",256
"[24, 9, 36, 21]",4,"[24, 8, 40, 24]",256
"[8, 51, 20, 63]",4,"[8, 48, 24, 64]",256
"[14, 20, 26, 32]",2,"[0, 0, 32, 32]",1024
"[32, 15, 44, 27]",3,"[32, 0, 48, 32]",512
"[15, 48, 27, 60]",2,"[0, 32, 32, 64]",1024
"[11, 18, 23, 30]",4,"[8, 16, 24, 32]",256
"[23, 26, 35, 38]",2,"[16, 16, 48, 48]",1024
"[42, 2, 54, 14]",4,"[40, 0, 56, 16]",256
"[8, 38, 20, 50]",3,"[8, 32, 24, 64]",512
"[1, 25, 13, 37]",4,"[0, 24, 16, 40]",256
"[4, 44, 16, 56]",4,"[0, 40, 16, 56]",256
"[4, 8, 16, 20]",4,"[0, 8, 16, 24]",256
"[26, 19, 38, 31]",4,"[24, 16, 40, 32]",256
"[35, 26, 47, 38]",4,"[32, 24, 48, 40]",256
"[47, 9, 59, 21]",2,"[32, 0, 64, 32]",1024
"[37, 27, 49, 39]",2,"[32, 16, 64, 48]",1024
"[19, 40, 31, 52]",4,"[16, 40, 32, 56]",256
"[22, 5, 34, 17]",2,"[16, 0, 48, 32]",1024
"[15, 28, 27, 40]",2,"[0, 16, 32, 48]",1024
"[40, 23, 52, 35]",3,"[40, 16, 56, 48]",512
"[40, 33, 52, 45]",4,"[40, 32, 56, 48]",256
"[3, 24, 15, 36]",4,"[0, 24, 16, 40]",256
"[26, 0, 38, 12]",4,"[24, 0, 40, 16]",256
"[26, 46, 38, 58]",3,"[24, 32, 40, 64]",512
"[20, 28, 32, 40]",4,"[16, 24, 32, 40]",256
"[13, 23, 25, 35]",2,"[0, 16, 32, 48]",1024
"[18, 30, 30, 42]",3,"[16, 16, 32, 48]",512
"[5, 11, 17, 23]",2,"[0, 0, 32, 32]",1024
"[50, 6, 62, 18]",3,"[48, 0, 64, 32]",512
"[17, 7, 29, 19]",3,"[16, 0, 32, 32]",512
"[35, 38, 47, 50]",3,"[32, 32, 48, 64]",512
"[44, 9, 56, 21]",4,"[40, 8, 56, 24]",256
"[50, 44, 62, 56]",4,"[48, 40, 64, 56]",256
"[28, 25, 40, 37]",4,"[24, 24, 40, 40]",256
"[11, 49, 23, 61]",4,"[8, 48, 24, 64]",256
"[26, 27, 38, 39]",4,"[24, 24, 40, 40]",256
"[11, 15, 23, 27]",3,"[8, 0, 24, 32]",512
"[29, 21, 41, 33]",2,"[16, 16, 48, 48]",1024
"[33, 9, 45, 21]",4,"[32, 8, 48, 24]",256
"[22, 29, 34, 41]",2,"[16, 16, 48, 48]",1024
"[40, 40, 52, 52]",4,"[40, 40, 56, 56]",256
"[5, 30, 17, 42]",2,"[0, 16, 32, 48]",1024
"[48, 13, 60, 25]",3,"[48, 0, 64, 32]",512
"[18, 0, 30, 12]",4,"[16, 0, 32, 16]",256
"[44, 28, 56, 40]",4,"[40, 24, 56, 40]",256
"[39, 29, 51, 41]",2,"[32, 16, 64, 48]",1024
"[0, 13, 12, 25]",3,"[0, 0, 16, 32]",512
"[19, 7, 31, 19]",3,"[16, 0, 32, 32]",512
"[49, 40, 61, 52]",4,"[48, 40, 64, 56]",256
"[19, 34, 31, 46]",4,"[16, 32, 32, 48]",256
"[38, 9, 50, 21]",2,"[32, 0, 64, 32]",1024
"[27, 45, 39, 57]",3,"[24, 32, 40, 64]",512
"[48, 30, 60, 42]",3,"[48, 16, 64, 48]",512
"[5, 43, 17, 55]",2,"[0, 32, 32, 64]",1024
"[31, 48, 43, 60]",2,"[16, 32, 48, 64]",1024
"[14, 34, 26, 46]",2,"[0, 16, 32, 48]",1024
"[48, 25, 60, 37]",4,"[48, 24, 64, 40]",256
"[17, 40, 29, 52]",4,"[16, 40, 32, 56]",256
"[1, 7, 13, 19]",3,"[0, 0, 16, 32]",512
"[17, 42, 29, 54]",4,"[16, 40, 32, 56]",256
"[2, 0, 14, 12]",4,"[0, 0, 16, 16]",256
"[16, 25, 28, 37]",4,"[16, 24, 32, 40]",256
"[33, 37, 45, 49]",3,"[32, 32, 48, 64]",512
"[45, 25, 57, 37]",2,"[32, 16, 64, 48]",1024
"[28, 6, 40, 18]",3,"[24, 0, 40, 32]",512
"[47, 16, 59, 28]",2,"[32, 0, 64, 32]",1024
"[22, 18, 34, 30]",2,"[16, 0, 48, 32]",1024
"[48, 43, 60, 55]",4,"[48, 40, 64, 56]",256
"[12, 38, 24, 50]",3,"[8, 32, 24, 64]",512
"[5, 2, 17, 14]",2,"[0, 0, 32, 32]",1024
"[4, 50, 16, 62]",4,"[0, 48, 16, 64]",256
"[16, 19, 28, 31]",4,"[16, 16, 32, 32]",256
"[34, 21, 46, 33]",3,"[32, 16, 48, 48]",512
"[7, 33, 19, 45]",2,"[0, 16, 32, 48]",1024
"[15, 48, 27, 60]",2,"[0, 32, 32, 64]",1024
"[10, 4, 22, 16]",4,"[8, 0, 24, 16]",256
"[26, 18, 38, 30]",4,"[24, 16, 40, 32]",256
"[18, 33, 30, 45]",4,"[16, 32, 32, 48]",256
"[8, 36, 20, 48]",4,"[8, 32, 24, 48]",256
"[33, 40, 45, 52]",4,"[32, 40, 48, 56]",256
"[13, 34, 25, 46]",2,"[0, 16, 32, 48]",1024
"[6, 26, 18, 38]",2,"[0, 16, 32, 48]",1024
"[40, 34, 52, 46]",4,"[40, 32, 56, 48]",256
"[25, 47, 37, 59]",3,"[24, 32, 40, 64]",512
"[49, 50, 61, 62]",4,"[48, 48, 64, 64]",256
"[17, 18, 29, 30]",4,"[16, 16, 32, 32]",256
"[28, 23, 40, 35]",3,"[24, 16, 40, 48]",512
"[36, 40, 48, 52]",4,"[32, 40, 48, 56]",256
"[8, 10, 20, 22]",4,"[8, 8, 24, 24]",256
"[7, 44, 19, 56]",2,"[0, 32, 32, 64]",1024
"[7, 24, 19, 36]",2,"[0, 16, 32, 48]",1024
"[25, 37, 37, 49]",3,"[24, 32, 40, 64]",512
"[29, 8, 41, 20]",2,"[16, 0, 48, 32]",1024
"[35, 42, 47, 54]",4,"[32, 40, 48, 56]",256
"[19, 22, 31, 34]",3,"[16, 16, 32, 48]",512
"[40, 30, 52, 42]",3,"[40, 16, 56, 48]",512
"[47, 26, 59, 38]",2,"[32, 16, 64, 48]",1024
"[13, 30, 25, 42]",2,"[0, 16, 32, 48]",1024
"[31, 44, 43, 56]",2,"[16, 32, 48, 64]",1024
"[32, 20, 44, 32]",4,"[32, 16, 48, 32]",256
"[31, 41, 43, 53]",2,"[16, 32, 48, 64]",1024
"[3, 28, 15, 40]",4,"[0, 24, 16, 40]",256
"[19, 9, 31, 21]",4,"[16, 8, 32, 24]",256
"[47, 31, 59, 43]",2,"[32, 16, 64, 48]",1024
"[3, 39, 15, 51]",3,"[0, 32, 16, 64]",512
"[13, 1, 25, 13]",2,"[0, 0, 32, 32]",1024
"[22, 30, 34, 42]",2,"[16, 16, 48, 48]",1024
"[25, 0, 37, 12]",4,"[24, 0, 40, 16]",256
"[33, 4, 45, 16]",4,"[32, 0, 48, 16]",256
"[43, 5, 55, 17]",3,"[40, 0, 56, 32]",512
"[43, 47, 55, 59]",3,"[40, 32, 56, 64]",512
"[42, 25, 54, 37]",4,"[40, 24, 56, 40]",256
"[0, 23, 12, 35]",3,"[0, 16, 16, 48]",512
"[2, 7, 14, 19]",3,"[0, 0, 16, 32]",512
"[39, 0, 51, 12]",2,"[32, 0, 64, 32]",1024
"[17, 40, 29, 52]",4,"[16, 40, 32, 56]",256
"[44, 18, 56, 30]",4,"[40, 16, 56, 32]",256
"[46, 14, 58, 26]",2,"[32, 0, 64, 32]",1024
"[9, 48, 21, 60]",4,"[8, 48, 24, 64]",256
"[36, 18, 48, 30]",4,"[32, 16, 48, 32]",256
"[12, 6, 24, 18]",3,"[8, 0, 24, 32]",512
"[27, 29, 39, 41]",3,"[24, 16, 40, 48]",512
"[45, 21, 57, 33]",2,"[32, 16, 64, 48]",1024
"[24, 10, 36, 22]",4,"[24, 8, 40, 24]",256
"[21, 26, 33, 38]",2,"[16, 16, 48, 48]",1024
"[41, 43, 53, 55]",4,"[40, 40, 56, 56]",256
"[27, 9, 39, 21]",4,"[24, 8, 40, 24]",256
"[28, 45, 40, 57]",3,"[24, 32, 40, 64]",512
"[9, 33, 21, 45]",4,"[8, 32, 24, 48]",256
"[20, 8, 32, 20]",4,"[16, 8, 32, 24]",256
"[13, 11, 25, 23]",2,"[0, 0, 32, 32]",1024
"[28, 22, 40, 34]",3,"[24, 16, 40, 48]",512
"[50, 24, 62, 36]",4,"[48, 24, 64, 40]",256
"[27, 51, 39, 63]",4,"[24, 48, 40, 64]",256
"[31, 24, 43, 36]",2,"[16, 16, 48, 48]",1024
"[46, 14, 58, 26]",2,"[32, 0, 64, 32]",1024
"[50, 12, 62, 24]",4,"[48, 8, 64, 24]",256
"[28, 13, 40, 25]",3,"[24, 0, 40, 32]",512
"[37, 45, 49, 57]",2,"[32, 32, 64, 64]",1024
"[3, 24, 15, 36]",4,"[0, 24, 16, 40]",256
"[2, 14, 14, 26]",3,"[0, 0, 16, 32]",512
"[40, 5, 52, 17]",3,"[40, 0, 56, 32]",512
"[11, 23, 23, 35]",3,"[8, 16, 24, 48]",512
"[3, 47, 15, 59]",3,"[0, 32, 16, 64]",512
"[40, 43, 52, 55]",4,"[40, 40, 56, 56]",256
"[11, 14, 23, 26]",3,"[8, 0, 24, 32]",512
"[39, 19, 51, 31]",2,"[32, 0, 64, 32]",1024
"[39, 5, 51, 17]",2,"[32, 0, 64, 32]",1024
"[45, 32, 57, 44]",2,"[32, 16, 64, 48]",1024
"[48, 18, 60, 30]",4,"[48, 16, 64, 32]",256
"[49, 22, 61, 34]",3,"[48, 16, 64, 48]",512
"[26, 29, 38, 41]",3,"[24, 16, 40, 48]",512
"[3, 40, 15, 52]",4,"[0, 40, 16, 56]",256
"[44, 33, 56, 45]",4,"[40, 32, 56, 48]",256
"[42, 41, 54, 53]",4,"[40, 40, 56, 56]",256
"[35, 47, 47, 59]",3,"[32, 32, 48, 64]",512
"[27, 37, 39, 49]",3,"[24, 32, 40, 64]",512
"[29, 31, 41, 43]",2,"[16, 16, 48, 48]",1024
"[16, 45, 28, 57]",3,"[16, 32, 32, 64]",512
"[30, 13, 42, 25]",2,"[16, 0, 48, 32]",1024
"[21, 17, 33, 29]",2,"[16, 0, 48, 32]",1024
"[2, 2, 14, 14]",4,"[0, 0, 16, 16]",256
"[3, 10, 15, 22]",4,"[0, 8, 16, 24]",256
"[22, 0, 34, 12]",2,"[16, 0, 48, 32]",1024
"[18, 41, 30, 53]",4,"[16, 40, 32, 56]",256
"[0, 8, 12, 20]",4,"[0, 8, 16, 24]",256
"[4, 50, 16, 62]",4,"[0, 48, 16, 64]",256
"[27, 43, 39, 55]",4,"[24, 40, 40, 56]",256
"[14, 38, 26, 50]",2,"[0, 32, 32, 64]",1024
"[25, 35, 37, 47]",4,"[24, 32, 40, 48]",256
"[14, 29, 26, 41]",2,"[0, 16, 32, 48]",1024
"[12, 21, 24, 33]",3,"[8, 16, 24, 48]",512
"[38, 6, 50, 18]",2,"[32, 0, 64, 32]",1024
"[38, 5, 50, 17]",2,"[32, 0, 64, 32]",1024
"[50, 20, 62, 32]",4,"[48, 16, 64, 32]",256
"[20, 34, 32, 46]",4,"[16, 32, 32, 48]",256
"[29, 20, 41, 32]",2,"[16, 0, 48, 32]",1024
"[16, 1, 28, 13]",4,"[16, 0, 32, 16]",256
"[33, 2, 45, 14]",4,"[32, 0, 48, 16]",256
"[12, 23, 24, 35]",3,"[8, 16, 24, 48]",512
"[5, 13, 17, 25]",2,"[0, 0, 32, 32]",1024
"[33, 22, 45, 34]",3,"[32, 16, 48, 48]",512
"[12, 12, 24, 24]",4,"[8, 8, 24, 24]",256
"[16, 43, 28, 55]",4,"[16, 40, 32, 56]",256
"[46, 47, 58, 59]",2,"[32, 32, 64, 64]",1024
"[19, 19, 31, 31]",4,"[16, 16, 32, 32]",256
"[33, 24, 45, 36]",4,"[32, 24, 48, 40]",256
"[16, 30, 28, 42]",3,"[16, 16, 32, 48]",512
"[22, 45, 34, 57]",2,"[16, 32, 48, 64]",1024
"[15, 2, 27, 14]",2,"[0, 0, 32, 32]",1024
"[19, 35, 31, 47]",4,"[16, 32, 32, 48]",256
"[4, 0, 16, 12]",4,"[0, 0, 16, 16]",256
"[29, 31, 41, 43]",2,"[16, 16, 48, 48]",1024
"[46, 28, 58, 40]",2,"[32, 16, 64, 48]",1024
"[3, 51, 15, 63]",4,"[0, 48, 16, 64]",256
"[26, 31, 38, 43]",3,"[24, 16, 40, 48]",512
"[29, 28, 41, 40]",2,"[16, 16, 48, 48]",1024
"[7, 5, 19, 17]",2,"[0, 0, 32, 32]",1024
"[5, 15, 17, 27]",2,"[0, 0, 32, 32]",1024
"[6, 52, 18, 64]",2,"[0, 32, 32, 64]",1024
"[48, 9, 60, 21]",4,"[48, 8, 64, 24]",256
"[26, 13, 38, 25]",3,"[24, 0, 40, 32]",512
"[28, 39, 40, 51]",3,"[24, 32, 40, 64]",512
"[4, 52, 16, 64]",4,"[0, 48, 16, 64]",256
"[27, 35, 39, 47]",4,"[24, 32, 40, 48]",256
"[48, 25, 60, 37]",4,"[48, 24, 64, 40]",256
"[2, 11, 14, 23]",4,"[0, 8, 16, 24]",256
"[15, 31, 27, 43]",2,"[0, 16, 32, 48]",1024
"[14, 8, 26, 20]",2,"[0, 0, 32, 32]",1024
"[17, 22, 29, 34]",3,"[16, 16, 32, 48]",512
"[20, 27, 32, 39]",4,"[16, 24, 32, 40]",256
"[6, 35, 18, 47]",2,"[0, 16, 32, 48]",1024
"[18, 39, 30, 51]",3,"[16, 32, 32, 64]",512
"[34, 50, 46, 62]",4,"[32, 48, 48, 64]",256
"[12, 45, 24, 57]",3,"[8, 32, 24, 64]",512
"[18, 49, 30, 61]",4,"[16, 48, 32, 64]",256
"[28, 32, 40, 44]",4,"[24, 32, 40, 48]",256
"[38, 29, 50, 41]",2,"[32, 16, 64, 48]",1024
"[34, 40, 46, 52]",4,"[32, 40, 48, 56]",256
"[16, 17, 28, 29]",4,"[16, 16, 32, 32]",256
"[14, 1, 26, 13]",2,"[0, 0, 32, 32]",1024
"[7, 39, 19, 51]",2,"[0, 32, 32, 64]",1024
"[50, 45, 62, 57]",3,"[48, 32, 64, 64]",512
"[6, 11, 18, 23]",2,"[0, 0, 32, 32]",1024
"[46, 26, 58, 38]",2,"[32, 16, 64, 48]",1024
"[15, 13, 27, 25]",2,"[0, 0, 32, 32]",1024
"[18, 47, 30, 59]",3,"[16, 32, 32, 64]",512
"[42, 0, 54, 12]",4,"[40, 0, 56, 16]",256
"[47, 34, 59, 46]",2,"[32, 16, 64, 48]",1024
"[32, 27, 44, 39]",4,"[32, 24, 48, 40]",256
"[3, 7, 15, 19]",3,"[0, 0, 16, 32]",512
"[24, 41, 36, 53]",4,"[24, 40, 40, 56]",256
"[17, 7, 29, 19]",3,"[16, 0, 32, 32]",512
"[47, 36, 59, 48]",2,"[32, 16, 64, 48]",1024
"[22, 14, 34, 26]",2,"[16, 0, 48, 32]",1024
"[43, 45, 55, 57]",3,"[40, 32, 56, 64]",512
"[45, 34, 57, 46]",2,"[32, 16, 64, 48]",1024
"[42, 18, 54, 30]",4,"[40, 16, 56, 32]",256
"[14, 47, 26, 59]",2,"[0, 32, 32, 64]",1024
"[15, 4, 27, 16]",2,"[0, 0, 32, 32]",1024
"[33, 19, 45, 31]",4,"[32, 16, 48, 32]",256
"[43, 20, 55, 32]",4,"[40, 16, 56, 32]",256
"[14, 23, 26, 35]",2,"[0, 16, 32, 48]",1024
"[40, 30, 52, 42]",3,"[40, 16, 56, 48]",512
"[18, 37, 30, 49]",3,"[16, 32, 32, 64]",512
"[10, 8, 22, 20]",4,"[8, 8, 24, 24]",256
"[51, 0, 63, 12]",4,"[48, 0, 64, 16]",256
"[35, 32, 47, 44]",4,"[32, 32, 48, 48]",256
"[20, 23, 32, 35]",3,"[16, 16, 32, 48]",512
"[37, 40, 49, 52]",2,"[32, 32, 64, 64]",1024
"[1, 51, 13, 63]",4,"[0, 48, 16, 64]",256
"[8, 25, 20, 37]",4,"[8, 24, 24, 40]",256
"[9, 11, 21, 23]",4,"[8, 8, 24, 24]",256
"[32, 4, 44, 16]",4,"[32, 0, 48, 16]",256
"[8, 48, 20, 60]",4,"[8, 48, 24, 64]",256
"[13, 50, 25, 62]",2,"[0, 32, 32, 64]",1024
"[49, 31, 61, 43]",3,"[48, 16, 64, 48]",512
"[36, 49, 48, 61]",4,"[32, 48, 48, 64]",256
"[44, 13, 56, 25]",3,"[40, 0, 56, 32]",512
"[15, 46, 27, 58]",2,"[0, 32, 32, 64]",1024
"[8, 52, 20, 64]",4,"[8, 48, 24, 64]",256
"[14, 48, 26, 60]",2,"[0, 32, 32, 64]",1024
"[24, 22, 36, 34]",3,"[24, 16, 40, 48]",512
"[38, 37, 50, 49]",2,"[32, 32, 64, 64]",1024
"[8, 40, 20, 52]",4,"[8, 40, 24, 56]",256
"[31, 6, 43, 18]",2,"[16, 0, 48, 32]",1024
"[39, 1, 51, 13]",2,"[32, 0, 64, 32]",1024
"[33, 38, 45, 50]",3,"[32, 32, 48, 64]",512
"[22, 31, 34, 43]",2,"[16, 16, 48, 48]",1024
"[29, 19, 41, 31]",2,"[16, 0, 48, 32]",1024
"[0, 14, 12, 26]",3,"[0, 0, 16, 32]",512
"[35, 41, 47, 53]",4,"[32, 40, 48, 56]",256
"[10, 42, 22, 54]",4,"[8, 40, 24, 56]",256
"[31, 51, 43, 63]",2,"[16, 32, 48, 64]",1024
"[47, 30, 59, 42]",2,"[32, 16, 64, 48]",1024
"[34, 20, 46, 32]",4,"[32, 16, 48, 32]",256
"[45, 5, 57, 17]",2,"[32, 0, 64, 32]",1024
"[16, 8, 28, 20]",4,"[16, 8, 32, 24]",256
"[38, 25, 50, 37]",2,"[32, 16, 64, 48]",1024
"[45, 12, 57, 24]",2,"[32, 0, 64, 32]",1024
"[52, 20, 64, 32]",4,"[48, 16, 64, 32]",256
"[50, 18, 62, 30]",4,"[48, 16, 64, 32]",256
"[24, 3, 36, 15]",4,"[24, 0, 40, 16]",256
"[13, 2, 25, 14]",2,"[0, 0, 32, 32]",1024
"[20, 46, 32, 58]",3,"[16, 32, 32, 64]",512
"[47, 15, 59, 27]",2,"[32, 0, 64, 32]",1024
"[21, 28, 33, 40]",2,"[16, 16, 48, 48]",1024
"[42, 46, 54, 58]",3,"[40, 32, 56, 64]",512
"[42, 42, 54, 54]",4,"[40, 40, 56, 56]",256
"[14, 16, 26, 28]",2,"[0, 0, 32, 32]",1024
"[22, 42, 34, 54]",2,"[16, 32, 48, 64]",1024
"[10, 19, 22, 31]",4,"[8, 16, 24, 32]",256
"[1, 22, 13, 34]",3,"[0, 16, 16, 48]",512
"[36, 34, 48, 46]",4,"[32, 32, 48, 48]",256
"[3, 46, 15, 58]",3,"[0, 32, 16, 64]",512
"[40, 9, 52, 21]",4,"[40, 8, 56, 24]",256
"[22, 1, 34, 13]",2,"[16, 0, 48, 32]",1024
"[31, 40, 43, 52]",2,"[16, 32, 48, 64]",1024
"[3, 1, 15, 13]",4,"[0, 0, 16, 16]",256
"[15, 2, 27, 14]",2,"[0, 0, 32, 32]",1024
"[0, 14, 12, 26]",3,"[0, 0, 16, 32]",512
"[41, 20, 53, 32]",4,"[40, 16, 56, 32]",256
"[4, 52, 16, 64]",4,"[0, 48, 16, 64]",256
"[3, 22, 15, 34]",3,"[0, 16, 16, 48]",512
"[42, 27, 54, 39]",4,"[40, 24, 56, 40]",256
"[8, 13, 20, 25]",3,"[8, 0, 24, 32]",512
"[28, 27, 40, 39]",4,"[24, 24, 40, 40]",256
"[9, 22, 21, 34]",3,"[8, 16, 24, 48]",512
"[19, 11, 31, 23]",4,"[16, 8, 32, 24]",256
"[41, 21, 53, 33]",3,"[40, 16, 56, 48]",512
"[46, 50, 58, 62]",2,"[32, 32, 64, 64]",1024
"[47, 26, 59, 38]",2,"[32, 16, 64, 48]",1024
"[24, 0, 36, 12]",4,"[24, 0, 40, 16]",256
"[26, 16, 38, 28]",4,"[24, 16, 40, 32]",256
"[34, 34, 46, 46]",4,"[32, 32, 48, 48]",256
"[51, 47, 63, 59]",3,"[48, 32, 64, 64]",512
"[43, 45, 55, 57]",3,"[40, 32, 56, 64]",512
"[29, 48, 41, 60]",2,"[16, 32, 48, 64]",1024
"[2, 36, 14, 48]",4,"[0, 32, 16, 48]",256
"[7, 26, 19, 38]",2,"[0, 16, 32, 48]",1024
"[24, 10, 36, 22]",4,"[24, 8, 40, 24]",256
"[0, 32, 12, 44]",4,"[0, 32, 16, 48]",256
"[8, 39, 20, 51]",3,"[8, 32, 24, 64]",512
"[42, 32, 54, 44]",4,"[40, 32, 56, 48]",256
"[46, 44, 58, 56]",2,"[32, 32, 64, 64]",1024
"[9, 5, 21, 17]",3,"[8, 0, 24, 32]",512
"[21, 15, 33, 27]",2,"[16, 0, 48, 32]",1024
"[52, 11, 64, 23]",4,"[48, 8, 64, 24]",256
"[15, 1, 27, 13]",2,"[0, 0, 32, 32]",1024
"[51, 10, 63, 22]",4,"[48, 8, 64, 24]",256
"[47, 50, 59, 62]",2,"[32, 32, 64, 64]",1024
"[43, 35, 55, 47]",4,"[40, 32, 56, 48]",256
"[10, 45, 22, 57]",3,"[8, 32, 24, 64]",512
"[5, 27, 17, 39]",2,"[0, 16, 32, 48]",1024
"[38, 6, 50, 18]",2,"[32, 0, 64, 32]",1024
"[39, 40, 51, 52]",2,"[32, 32, 64, 64]",1024
"[29, 45, 41, 57]",2,"[16, 32, 48, 64]",1024
"[9, 39, 21, 51]",3,"[8, 32, 24, 64]",512
"[38, 2, 50, 14]",2,"[32, 0, 64, 32]",1024
"[16, 21, 28, 33]",3,"[16, 16, 32, 48]",512
"[51, 47, 63, 59]",3,"[48, 32, 64, 64]",512
"[46, 24, 58, 36]",2,"[32, 16, 64, 48]",1024
"[1, 40, 13, 52]",4,"[0, 40, 16, 56]",256
"[2, 31, 14, 43]",3,"[0, 16, 16, 48]",512
"[5, 22, 17, 34]",2,"[0, 16, 32, 48]",1024
"[18, 42, 30, 54]",4,"[16, 40, 32, 56]",256
"[9, 29, 21, 41]",3,"[8, 16, 24, 48]",512
"[15, 32, 27, 44]",2,"[0, 16, 32, 48]",1024
"[22, 10, 34, 22]",2,"[16, 0, 48, 32]",1024
"[47, 48, 59, 60]",2,"[32, 32, 64, 64]",1024
"[25, 21, 37, 33]",3,"[24, 16, 40, 48]",512
"[17, 51, 29, 63]",4,"[16, 48, 32, 64]",256
"[31, 25, 43, 37]",2,"[16, 16, 48, 48]",1024
"[0, 19, 12, 31]",4,"[0, 16, 16, 32]",256
"[33, 18, 45, 30]",4,"[32, 16, 48, 32]",256
"[35, 30, 47, 42]",3,"[32, 16, 48, 48]",512
"[2, 49, 14, 61]",4,"[0, 48, 16, 64]",256
"[34, 36, 46, 48]",4,"[32, 32, 48, 48]",256
"[35, 16, 47, 28]",4,"[32, 16, 48, 32]",256
"[43, 2, 55, 14]",4,"[40, 0, 56, 16]",256
"[29, 25, 41, 37]",2,"[16, 16, 48, 48]",1024
"[46, 7, 58, 19]",2,"[32, 0, 64, 32]",1024
"[25, 22, 37, 34]",3,"[24, 16, 40, 48]",512
"[31, 3, 43, 15]",2,"[16, 0, 48, 32]",1024
"[1, 17, 13, 29]",4,"[0, 16, 16, 32]",256
"[47, 2, 59, 14]",2,"[32, 0, 64, 32]",1024
"[16, 43, 28, 55]",4,"[16, 40, 32, 56]",256
"[43, 37, 55, 49]",3,"[40, 32, 56, 64]",512
"[44, 49, 56, 61]",4,"[40, 48, 56, 64]",256
"[18, 43, 30, 55]",4,"[16, 40, 32, 56]",256
"[48, 13, 60, 25]",3,"[48, 0, 64, 32]",512
"[48, 33, 60, 45]",4,"[48, 32, 64, 48]",256
"[33, 21, 45, 33]",3,"[32, 16, 48, 48]",512
"[24, 16, 36, 28]",4,"[24, 16, 40, 32]",256
"[13, 7, 25, 19]",2,"[0, 0, 32, 32]",1024
"[36, 21, 48, 33]",3,"[32, 16, 48, 48]",512
"[51, 15, 63, 27]",3,"[48, 0, 64, 32]",512
"[37, 43, 49, 55]",2,"[32, 32, 64, 64]",1024
"[46, 34, 58, 46]",2,"[32, 16, 64, 48]",1024
"[43, 22, 55, 34]",3,"[40, 16, 56, 48]",512
"[10, 9, 22, 21]",4,"[8, 8, 24, 24]",256
"[21, 47, 33, 59]",2,"[16, 32, 48, 64]",1024
"[52, 0, 64, 12]",4,"[48, 0, 64, 16]",256
"[37, 52, 49, 64]",2,"[32, 32, 64, 64]",1024
"[3, 36, 15, 48]",4,"[0, 32, 16, 48]",256
"[9, 22, 21, 34]",3,"[8, 16, 24, 48]",512
"[23, 18, 35, 30]",2,"[16, 0, 48, 32]",1024
"[40, 18, 52, 30]",4,"[40, 16, 56, 32]",256
"[20, 31, 32, 43]",3,"[16, 16, 32, 48]",512
"[50, 25, 62, 37]",4,"[48, 24, 64, 40]",256
"[38, 27, 50, 39]",2,"[32, 16, 64, 48]",1024
"[10, 0, 22, 12]",4,"[8, 0, 24, 16]",256
"[50, 9, 62, 21]",4,"[48, 8, 64, 24]",256
"[36, 2, 48, 14]",4,"[32, 0, 48, 16]",256
"[28, 8, 40, 20]",4,"[24, 8, 40, 24]",256
"[21, 0, 33, 12]",2,"[16, 0, 48, 32]",1024
"[46, 30, 58, 42]",2,"[32, 16, 64, 48]",1024
"[42, 52, 54, 64]",4,"[40, 48, 56, 64]",256
"[42, 49, 54, 61]",4,"[40, 48, 56, 64]",256
"[16, 47, 28, 59]",3,"[16, 32, 32, 64]",512
"[39, 12, 51, 24]",2,"[32, 0, 64, 32]",1024
"[4, 35, 16, 47]",4,"[0, 32, 16, 48]",256
"[27, 17, 39, 29]",4,"[24, 16, 40, 32]",256
"[11, 33, 23, 45]",4,"[8, 32, 24, 48]",256
"[10, 4, 22, 16]",4,"[8, 0, 24, 16]",256
"[42, 40, 54, 52]",4,"[40, 40, 56, 56]",256
"[10, 37, 22, 49]",3,"[8, 32, 24, 64]",512
"[7, 32, 19, 44]",2,"[0, 16, 32, 48]",1024
"[40, 50, 52, 62]",4,"[40, 48, 56, 64]",256
"[34, 38, 46, 50]",3,"[32, 32, 48, 64]",512
"[24, 48, 36, 60]",4,"[24, 48, 40, 64]",256
"[27, 17, 39, 29]",4,"[24, 16, 40, 32]",256
"[19, 18, 31, 30]",4,"[16, 16, 32, 32]",256
"[0, 27, 12, 39]",4,"[0, 24, 16, 40]",256
"[49, 52, 61, 64]",4,"[48, 48, 64, 64]",256
"[45, 17, 57, 29]",2,"[32, 0, 64, 32]",1024
"[16, 34, 28, 46]",4,"[16, 32, 32, 48]",256
"[33, 35, 45, 47]",4,"[32, 32, 48, 48]",256
"[20, 21, 32, 33]",3,"[16, 16, 32, 48]",512
"[12, 45, 24, 57]",3,"[8, 32, 24, 64]",512
"[50, 27, 62, 39]",4,"[48, 24, 64, 40]",256
"[50, 9, 62, 21]",4,"[48, 8, 64, 24]",256
"[0, 48, 12, 60]",4,"[0, 48, 16, 64]",256
"[32, 9, 44, 21]",4,"[32, 8, 48, 24]",256
"[50, 42, 62, 54]",4,"[48, 40, 64, 56]",256
"[44, 50, 56, 62]",4,"[40, 48, 56, 64]",256
"[36, 24, 48, 36]",4,"[32, 24, 48, 40]",256
"[23, 29, 35, 41]",2,"[16, 16, 48, 48]",1024
"[2, 35, 14, 47]",4,"[0, 32, 16, 48]",256
"[26, 40, 38, 52]",4,"[24, 40, 40, 56]",256
